FID,FACILITY,SADDR,SCITY,SSTATE,SZIP,FCOUNTY,FPHONE,STYPE,LICNO,LICENSEE,CAPACITY,EXPIRES
"090094","The Grove","247 Chestnut Grove Road","Statesville","NC","28625","Iredell","(704)872-3257","MHL","MHL-049-145","RHA Health Services NC, LLC",4,12/31/2018
"130041","The Polar Junction","285 North Main Street, Suite C","Troutman","NC","28166","Iredell","(704)537-4730","MHL","MHL-049-138","Quest Provider Services, LLC",0,12/31/2018
"170406","The Threatt's Home","111 Babbling Brook Road","Mooresville","NC","28117","Iredell","(704)658-1418","MHL","MHL-049-144","Praising Hands, LLC",2,12/31/2018
"001425","Weaver","203 N. Toria Drive","Statesville","NC","28625","Iredell","(704)871-0159","MHL","MHL-049-079","UMAR Services, Inc.",6,12/31/2018
"040776","Whalen House","122 Rockwell Loop","Mooresville","NC","28115","Iredell","(704)987-2096","MHL","MHL-049-099","Rockwell Development Center, Inc.",4,12/31/2018
"060943","Conner House","177 Beechwood Drive","Sylva","NC","28779","Jackson","(828)331-8417","MHL","MHL-050-063","Macon Citizens Habilities, Inc.",3,12/31/2018
"100945","Foundations: Swain Elementary","4747 Ela Road, Room #405","Whittier","NC","28789","Jackson","(828)488-0939","MHL","MHL-050-067","NCG Acquisition, LLC",0,12/31/2018
"051285","LIFESPAN-Snyder Home","1097 Pumpkintown Road","Sylva","NC","28779","Jackson","(828)631-0155","MHL","MHL-050-064","Lifespan, Inc.",2,12/31/2018
"020331","Meridian Behavioral Health Services-Hub Day Treatment","3770 Skyland Drive","Sylva","NC","28779","Jackson","(828)586-4328","MHL","MHL-050-065","Meridian Behavioral Health Services, Inc.",0,12/31/2018
"170491","Person First Services","2775 Highway 74 East","Sylva","NC","28779","Jackson","(828)354-0296","MHL","MHL-050-062","Pathways for the Future, Inc.",0,12/31/2018
"110539","Scotts Creek Day Treatment","516 Parris Branch Rd., Classroom #229","Sylva","NC","28779","Jackson","(828)631-2740","MHL","MHL-050-068","8Meridian Behavioral Health Services, Inc.",0,12/31/2018
"942605","Smoky ICF/MR Group Home","115 Storybook Lane","Sylva","NC","28779","Jackson","(828)586-9277","MHL","MHL-050-004","Macon Citizens Habilities, Inc.",6,12/31/2018
"922855","Webster  Group Home","103 Little Savannah Road","Webster","NC","28788","Jackson","(828)586-3796","MHL","MHL-050-014","Macon Citizens Habilities, Inc.",6,12/31/2018
"922855","Webster  Group Home","103 Little Savannah Road","Webster","NC","28788","Jackson","(828)586-3796","MHL","MHL-050-014","Macon Citizens Habilities, Inc.",6,12/31/2018
"160470","A Caring Heart Independence Center-Smithfield","18 Noble Street","Smithfield","NC","27577","Johnston","(919)938-9484","MHL","MHL-051-205","A Caring Heart Case Management, Inc.",0,12/31/2018
"010709","Barbara's Whitley Group Home","182 Whitley Road","Middlesex","NC","27557","Johnston","(919)696-2397","MHL","MHL-051-116","Barbara Doyle",6,12/31/2018
"020673","Benson Vocational Center","501-C South Wall Street","Benson","NC","27504","Johnston","(919)894-5124","MHL","MHL-051-022","RHA Health Services NC, LLC",0,12/31/2018
"921586","Canterbury Road Home","214 Canterbury Road","Smithfield","NC","27577","Johnston","(919)934-5907","MHL","MHL-051-011","RHA Health Services NC, LLC",6,12/31/2018
"100658","Carolina Outreach, LLC","831 South Brightleaf Boulevard","Smithfield","NC","27577","Johnston","(919)300-4315","MHL","MHL-051-215","Carolina Outreach, LLC",0,12/31/2018
"080572","Children Under Construction Treatment Center Barnes Inc","42 Jewel Lane","Four Oaks","NC","27524","Johnston","(919)934-8611","MHL","MHL-051-170","Children Under Construction Treatment Center Barnes Inc",4,12/31/2018
"110931","Cornerstone Residential Services #2","237 Oliver Street","Pine Level","NC","27568","Johnston","(919)339-6048","MHL","MHL-051-145","Patricia Barfield",4,12/31/2018
"921706","Country Manor Group Home","1070 Packing Plant Road","Smithfield","NC","27577","Johnston","(919)934-9424","MHL","MHL-051-009","RHA Health Services NC, LLC",6,12/31/2018
"170006","Essential Supportive Services, LLC","112 South Ellington Street","Clayton","NC","27520","Johnston","(919)550-0639","MHL","MHL-051-207","Essential Supportive Servcies, LLC",0,12/31/2018
"170006","Essential Supportive Services, LLC","112 South Ellington Street","Clayton","NC","27520","Johnston","(919)550-0639","MHL","MHL-051-207","Essential Supportive Servcies, LLC",0,12/31/2018
"920606","George Street","217 George Street","Four Oaks","NC","27524","Johnston","(919)980-9001","MHL","MHL-051-210","Monarch",5,12/31/2018
"921962","Heath Avenue Home","105 East Heath Avenue","Smithfield","NC","27577","Johnston","(919)934-1573","MHL","MHL-051-010","RHA Health Services NC, LLC",6,12/31/2018
"080398","Johnston County Industries, Inc.","1100 East Preston Street","Selma","NC","27576","Johnston","(919)743-8700","MHL","MHL-051-152","Johnston County Industries, Inc.",0,12/31/2018
"090860","Johnston Recovery Services","1699 Old US Highway 70 West","Clayton","NC","27520","Johnston","(919)359-1699","MHL","MHL-051-177","HHDM, Inc.",0,12/31/2018
"170144","NC Recovery Support Services, Inc.","109 Ellington Street","Clayton","NC","27520","Johnston","(919)431-9874","MHL","MHL-051-213","NC Recovery Support Services, Inc.",0,12/31/2018
"170144","NC Recovery Support Services, Inc.","109 Ellington Street","Clayton","NC","27520","Johnston","(919)431-9874","MHL","MHL-051-213","NC Recovery Support Services, Inc.",0,12/31/2018
"920607","North 7th Street","300 North 7th Street","Smithfield","NC","27577","Johnston","(919)934-8782","MHL","MHL-051-209","Monarch",5,12/31/2018
"040691","Passionate Care Group Home #1","105 Walnut Creek Drive","Clayton","NC","27520","Johnston","(919)359-1927","MHL","MHL-051-144","Passionate Care Group Homes",4,12/31/2018
"061284","Pride in North Carolina Day Treatment-Site B","1329 N. Brightleaf Blvd. Suite D","Smithfield","NC","27577","Johnston","(919)938-8811","MHL","MHL-051-217","HCBS of North Carolina, LLC",0,12/31/2018
"110852","RBC Health Care Solutions, Inc.","1335 Lassiter Road","Four Oaks","NC","27524","Johnston","(919)938-9815","MHL","MHL-051-216","RBC Health Care Solutions, Inc.",5,12/31/2018
"050687","RHCC Cambridge Place Casaworks & Perinatal","Cambridge Place - various suites","Smithfield","NC","27577","Johnston","(919)989-8114","MHL","MHL-051-150","Robeson Health Care Corporation",13,12/31/2018
"050688","RHCC Cambridge Place Casaworks & Perinatal","109 Cambridge Place","Smithfield","NC","27577","Johnston","(919)989-8114","MHL","MHL-051-172","Robeson Health Care Corporation",0,12/31/2018
"050688","RHCC Cambridge Place Casaworks & Perinatal","109 Cambridge Place","Smithfield","NC","27577","Johnston","(919)989-8114","MHL","MHL-051-172","Robeson Health Care Corporation",0,12/31/2018
"170227","Restoration Family Services, Inc.","706-B Wilkins Street","Smithfield","NC","27577","Johnston","(919)938-9502","MHL","MHL-051-186","Restoration Family Services, Inc.",0,12/31/2018
"110430","Savin Grace II","562 Old Dam Road","Selma","NC","27576","Johnston","(919)351-0465","MHL","MHL-051-173","Savin Grace LLC",4,12/31/2018
"110704","Supreme Love 1","103 Tilghman Street","Kenly","NC","27542","Johnston","(919)284-0375","MHL","MHL-051-201","Supreme Love, Inc.",5,12/31/2018
"090089","Supreme Love 2","212 Tilghman Street","Kenly","NC","27542","Johnston","(919)284-3723","MHL","MHL-051-178","Betty Forsythe",6,12/31/2018
"150528","The Enhancement Center - Clayton","896 Gulley Drive","Clayton","NC","27520","Johnston","(919)359-8168","MHL","MHL-051-200","Southeastern Healthcare of North Carolina, Inc.",0,12/31/2018
"140355","The Lighthouse","956 N. O'Neil Street","Clayton","NC","27520","Johnston","(919)585-2474","MHL","MHL-051-114","KMG Holdings, Inc.",4,12/31/2018
"040116","The Lighthouse II of Clayton","2016 Fort Drive","Clayton","NC","27520","Johnston","(919)553-9111","MHL","MHL-051-138","KMG Holdings, Inc.",4,12/31/2018
"922066","Ultimate Family Care Home","3310 NC Highway 210","Smithfield","NC","27577","Johnston","(919)550-7449","MHL","MHL-051-203","Ultimate Family Care Home Inc.",6,12/31/2018
"070447","Ultimate Family Care Home, Inc.","305 Myrtle Road","Selma","NC","27576","Johnston","(919)965-0094","MHL","MHL-051-192","Ultimate Family Care Home, Inc.",6,12/31/2018
"060602","United Family Network at Ridge Road","1259 Ridge Rd","Angier","NC","27501","Johnston","(919)894-2040","MHL","MHL-051-151","United Family Network",4,12/31/2018
"922788","Unity House","112 Richardson Street","Selma","NC","27577","Johnston","(919)965-6892","MHL","MHL-051-162","Johnston County Industries, Inc.",0,12/31/2018
"944969","VOCA-Greenwood Group Home","105 Greenwood Circle","Smithfield","NC","27577","Johnston","(919)934-1963","MHL","MHL-051-036","VOCA Corporation of North Carolina",6,12/31/2018
"955747","VOCA-Laurelwood","200 Laurelwood Drive","Smithfield","NC","27577","Johnston","(919)934-1839","MHL","MHL-051-037","VOCA Corporation of North Carolina",6,12/31/2018
"920608","West Blanche Street","505 West Blanche Street","Pine Level","NC","27568","Johnston","(919)965-0158","MHL","MHL-051-208","Monarch",6,12/31/2018
"921406","Jones County Home","2280 Oak Grove Road","Trenton","NC","28585","Jones","(252)224-1041","MHL","MHL-052-001","Monarch",6,12/31/2018
"030051","Quality-Care Behavioral Health II","301 Fourth Street","Maysville","NC","28555","Jones","(910)743-9171","MHL","MHL-052-012","Brenda Kay Hicks",3,12/31/2018
"921972","Quality-Care Behavioral Health Services","402 Maple Avenue","Maysville","NC","28555","Jones","(910)743-2004","MHL","MHL-052-002","Quality-Care Behavioral Health Services, Inc.",3,12/31/2018
"100844","Advance Behavioral Center, Inc.","2505 / 2503 Fayetteville Street","Sanford","NC","27332","Lee","(919)777-0214","MHL","MHL-053-077","Advance Behavioral Center, Inc.",0,12/31/2018
"160045","Community Alternative Day Program","304 South Steele Street","Sanford","NC","27330","Lee","(919)774-1800","MHL","MHL-053-074","Community Alternative Housing, Inc.",0,12/31/2018
"952118","Daymark Recovery Services Lee Center","130 Carbonton Road","Sanford","NC","27330","Lee","(919)774-6521","MHL","MHL-053-057","Daymark Recovery Services, Inc.",0,12/31/2018
"952118","Daymark Recovery Services Lee Center","130 Carbonton Road","Sanford","NC","27330","Lee","(919)774-6521","MHL","MHL-053-057","Daymark Recovery Services, Inc.",0,12/31/2018
"952118","Daymark Recovery Services Lee Center","130 Carbonton Road","Sanford","NC","27330","Lee","(919)774-6521","MHL","MHL-053-057","Daymark Recovery Services, Inc.",0,12/31/2018
"931971","Hickory II Group Home","322 Hickory Avenue","Sanford","NC","27330","Lee","(919)775-3094","MHL","MHL-053-022","VOCA Corporation of North Carolina",6,12/31/2018
"080771","I Innovations, Inc.","176 Sandollar Court","Sanford","NC","27332","Lee","(919)498-3668","MHL","MHL-053-068","I Innovations, Inc.",6,12/31/2018
"180035","I Innovations, Inc.","1952 Horner Boulevard","Sanford","NC","27330","Lee","(919)776-8972","MHL","MHL-053-072","I Innovations, Inc.",0,12/31/2018
"180035","I Innovations, Inc.","1952 Horner Boulevard","Sanford","NC","27330","Lee","(919)776-8972","MHL","MHL-053-072","I Innovations, Inc.",0,12/31/2018
"140294","I Innovations, Inc. - 5023 Valley View","5023 Valley View Drive","Sanford","NC","27331","Lee","(919)356-2889","MHL","MHL-053-076","I Innovations, Inc.",3,12/31/2018
"070183","Lanier Home","1428 Carthage Street","Sanford","NC","27361","Lee","(919)708-5885","MHL","MHL-053-055","Baptist Children's Homes of NC, Inc.",6,12/31/2018
"941271","Lee County Group Home","4334 Lee Avenue","Sanford","NC","27330","Lee","(919)774-8313","MHL","MHL-053-040","Easter Seals UCP North Carolina & Virginia, Inc.",6,12/31/2018
"920663","Lee County Group Home II","2412 Knollwood Drive","Sanford","NC","27330","Lee","(919)776-7822","MHL","MHL-053-041","Lee County Group Homes, Inc.",6,12/31/2018
"920662","Lee County Group Home, Inc. # I","3101 Carbonton Road","Sanford","NC","27330","Lee","(919)774-6647","MHL","MHL-053-039","Lee County Group Homes, Inc.",6,12/31/2018
"060307","Lee County Industries Inc.","2711 Tramway Road","Sanford","NC","27332","Lee","(919)775-3439","MHL","MHL-053-051","Lee County Industries, Inc.",0,12/31/2018
"110150","Lee PSR","214 McIver Street","Sanford","NC","27330","Lee","(919)774-1485","MHL","MHL-053-060","Monarch",0,12/31/2018
"070182","Mercer Home","1434 Carthage Street","Sanford","NC","27330","Lee","(919)776-2335","MHL","MHL-053-054","Baptist Children's Homes of NC, Inc.",6,12/31/2018
"160252","Mid Carolina Innovations","488 Commerce Drive","Sanford","NC","27332","Lee","(919)498-0245","MHL","MHL-053-066","Victor & Associates, Inc.",0,12/31/2018
"120592","New Beginnings Counseling Services, PLLC","1518 S. Horner Blvd.","Sanford","NC","27330","Lee","(919)718-1597","MHL","MHL-053-067","New Beginnings Counseling Services, PLLC",0,12/31/2018
"120592","New Beginnings Counseling Services, PLLC","1518 S. Horner Blvd.","Sanford","NC","27330","Lee","(919)718-1597","MHL","MHL-053-067","New Beginnings Counseling Services, PLLC",0,12/31/2018
"944820","Pine Ridge Group Home","739 Arthur Maddox Road","Sanford","NC","27330","Lee","(919)774-9747","MHL","MHL-053-027","Community Innovations, Inc.",6,12/31/2018
"170285","Sanford Treatment Center, LLC","2800 Industrial Drive","Sanford","NC","27332","Lee","(919)776-0711","MHL","MHL-053-044","Sanford Treatment Center, LLC",0,12/31/2018
"980044","Seawell Street Home","108 East Seawell Street","Sanford","NC","27332","Lee","(919)718-0269","MHL","MHL-053-061","Monarch",6,12/31/2018
"942591","Skill Creations of Sanford","1751 Hawkins Avenue","Sanford","NC","27330","Lee","(919)775-5622","MHL","MHL-053-001","Skill Creations, Inc.",15,12/31/2018
"160623","Spectrum Recovery, Inc.","822 South Horner Boulevard","Sanford","NC","27330","Lee","(919)708-5063","MHL","MHL-053-080","Spectrum Recovery, Inc.",0,12/31/2018
"160623","Spectrum Recovery, Inc.","822 South Horner Boulevard","Sanford","NC","27330","Lee","(919)708-5063","MHL","MHL-053-080","Spectrum Recovery, Inc.",0,12/31/2018
"922685","T.L.C. Home, Inc.","1775 Hawkins Avenue","Sanford","NC","27330","Lee","(919)774-4355","MHL","MHL-053-008","T.L.C. Homes, Inc.",10,12/31/2018
"955474","VOCA-Sixth Street Group Home","201 North Sixth Street","Sanford","NC","27330","Lee","(919)775-4496","MHL","MHL-053-023","VOCA Corporation of North Carolina",6,12/31/2018
"140071","ABHS - 4123 - NORTHFORK","4123 Northfork Drive","LaGrange","NC","28551","Lenoir","(252)566-2495","MHL","MHL-054-172","Advance Behavioral Health Services Inc.",3,12/31/2018
"061318","ABHS 4124 NORTHFORK","4124 Northfork Drive","LaGrange","NC","28551","Lenoir","(252)566-0375","MHL","MHL-054-155","Advance Behavioral Health Services, Inc.",5,12/31/2018
"030129","Advance Behavioral Health Services","2840 Lisa Lane","Kinston","NC","28501","Lenoir","(252)527-4957","MHL","MHL-054-156","Advance Behavioral Health Services, Inc.",5,12/31/2018
"120135","Advance Behavioral Health Services, Inc.","2906 Hull Road","Kinston","NC","28504","Lenoir","(252)526-7375","MHL","MHL-054-154","Advance Behavioral Health Services, Inc.",0,12/31/2018
"060102","Baltimore","1932 Old Colony Rd.","Kinston","NC","28501","Lenoir","(252)522-3582","MHL","MHL-054-117","Ambleside, Inc.",3,12/31/2018
"020780","Barnes Group Homes LLC","202 East Railroad Street","La Grange","NC","28551","Lenoir","(252)522-2634","MHL","MHL-054-176","Barnes Group Homes LLC",6,12/31/2018
"922017","Bear Creek","5840 Greenwood Avenue","La Grange","NC","28551","Lenoir","(252)566-9181","MHL","MHL-054-006","RHA Health Services NC, LLC",113,12/31/2018
"170182","Dixon Social Interactive Services","301 North Secrest St., classrooms 1-5","Kinston","NC","28501","Lenoir","(252)353-0100","MHL","MHL-054-165","Dixon Social Interactive Services, Inc.",0,12/31/2018
"170182","Dixon Social Interactive Services","301 North Secrest St., classrooms 1-5","Kinston","NC","28501","Lenoir","(252)353-0100","MHL","MHL-054-165","Dixon Social Interactive Services, Inc.",0,12/31/2018
"170182","Dixon Social Interactive Services","301 North Secrest St., classrooms 1-5","Kinston","NC","28501","Lenoir","(252)353-0100","MHL","MHL-054-165","Dixon Social Interactive Services, Inc.",0,12/31/2018
"170182","Dixon Social Interactive Services","301 North Secrest St., classrooms 1-5","Kinston","NC","28501","Lenoir","(252)353-0100","MHL","MHL-054-165","Dixon Social Interactive Services, Inc.",0,12/31/2018
"944676","Essex","2505 Hodges Road","Kinston","NC","28504","Lenoir","(252)523-9753","MHL","MHL-054-178","Ambleside, Inc.",4,12/31/2018
"091034","Fox Run Group Home","3845 Robin's Nest Road","LaGrange","NC","28551","Lenoir","(252)566-9543","MHL","MHL-054-141","RHA Health Services NC, LLC",6,12/31/2018
"920501","Hardee Road Group Home","1612 Hardee Road","Kinston","NC","28501","Lenoir","(252)686-0902","MHL","MHL-054-095","Howell Support Services, LLC",5,12/31/2018
"021075","Harlee Mac Group Home - I","1752 Elizabeth Drive","Kinston","NC","28501","Lenoir","(252)686-0404","MHL","MHL-054-173","MacBill Inc.",6,12/31/2018
"000134","Harlee Mac Group Home - II","2206 Rouse Road","Kinston","NC","28501","Lenoir","(252)686-0464","MHL","MHL-054-174","MacBill Inc.",5,12/31/2018
"030534","Hills DDA Group Home #2","2017 East Ridge Circle","Kinston","NC","28501","Lenoir","(252)522-4869","MHL","MHL-054-177","Teresa Whitfield",9,12/31/2018
"160055","Howell Support Services Enrichment Center","1603 Airport Road","Kinston","NC","28501","Lenoir","(252)523-1886","MHL","MHL-054-138","Howell Support Services, LLC",0,12/31/2018
"100314","Joseph's Empowerment Center","2005 N Queen Street   (East side)","Kinston","NC","28501","Lenoir","(252)208-2005","MHL","MHL-054-147","Joseph's Community Support Services, Inc",0,12/31/2018
"100314","Joseph's Empowerment Center","2005 N Queen Street   (East side)","Kinston","NC","28501","Lenoir","(252)208-2005","MHL","MHL-054-147","Joseph's Community Support Services, Inc",0,12/31/2018
"100314","Joseph's Empowerment Center","2005 N Queen Street   (East side)","Kinston","NC","28501","Lenoir","(252)208-2005","MHL","MHL-054-147","Joseph's Community Support Services, Inc",0,12/31/2018
"922264","LaGrange Home","405 West Washington Street","La Grange","NC","28551","Lenoir","(252)566-2080","MHL","MHL-054-019","Nova IC, Inc.",6,12/31/2018
"920650","Larkspur House","601 Larkspur Road","Kinston","NC","28501","Lenoir","(252)686-0903","MHL","MHL-054-096","Howell Support Services, LLC",6,12/31/2018
"110218","Life Touch, LLC","702 College Street","Kinston","NC","28501","Lenoir","(252)527-3300","MHL","MHL-054-152","Life Touch, LLC",0,12/31/2018
"110218","Life Touch, LLC","702 College Street","Kinston","NC","28501","Lenoir","(252)527-3300","MHL","MHL-054-152","Life Touch, LLC",0,12/31/2018
"061446","Living Your Dream, LLC","664 Stratford Boulevard","Kinston","NC","28504","Lenoir","(252)686-5192","MHL","MHL-054-162","Living Your Dream, LLC",0,12/31/2018
"090404","Maplewood Facility","2002-G Shackleford Road","Kinston","NC","28504","Lenoir","(252)233-0491","MHL","MHL-054-159","NOVA, Inc.",18,12/31/2018
"922271","Neuse Enterprises Inc.","3800 Commerce Drive","Kinston","NC","28503","Lenoir","(252)523-0817","MHL","MHL-054-003","Neuse Enterprises, Inc.",0,12/31/2018
"922271","Neuse Enterprises Inc.","3800 Commerce Drive","Kinston","NC","28503","Lenoir","(252)523-0817","MHL","MHL-054-003","Neuse Enterprises, Inc.",0,12/31/2018
"922271","Neuse Enterprises Inc.","3800 Commerce Drive","Kinston","NC","28503","Lenoir","(252)523-0817","MHL","MHL-054-003","Neuse Enterprises, Inc.",0,12/31/2018
"922559","New Beginnings Kinston","2002C Shackleford Road","Kinston","NC","28504","Lenoir","(252)233-0491","MHL","MHL-054-018","Nova IC, Inc.",0,12/31/2018
"060869","Oakwood Facility","2002 D & E Shackleford Road","Kinston","NC","28504","Lenoir","(252)233-0494","MHL","MHL-054-126","NOVA, Inc",12,12/31/2018
"920877","Old Farm Home","1510 Farmgate Road","Kinston","NC","28504","Lenoir","(252)686-6822","MHL","MHL-054-093","Howell Support Services, LLC",5,12/31/2018
"060871","Pinewood Facility","2002 A & B Shackleford Road","Kinston","NC","28504","Lenoir","(252)233-0491","MHL","MHL-054-125","NOVA, Inc.",12,12/31/2018
"922122","Port Health Services-Kinston Clinic","2901 North Herritage Street","Kinston","NC","28501","Lenoir","(252)233-2383","MHL","MHL-054-144","Port Health Services",0,12/31/2018
"922122","Port Health Services-Kinston Clinic","2901 North Herritage Street","Kinston","NC","28501","Lenoir","(252)233-2383","MHL","MHL-054-144","Port Health Services",0,12/31/2018
"921002","Rhem Group Home","902 Rhem Street","Kinston","NC","28501","Lenoir","(252)686-0904","MHL","MHL-054-094","Howell Support Services, LLC",5,12/31/2018
"091035","Robin's Nest Group Home","3921 Robin's Nest Road","LaGrange","NC","28551","Lenoir","(252)566-2069","MHL","MHL-054-142","RHA Health Services NC, LLC",6,12/31/2018
"942503","Roseanne Group Home","900 Roseanne Drive","Kinston","NC","28504","Lenoir","(252)686-0906","MHL","MHL-054-008","Howell Support Services, LLC",5,12/31/2018
"922589","Skill Creations of Kinston","901 Doctors Drive","Kinston","NC","28503","Lenoir","(252)522-1738","MHL","MHL-054-010","Skill Creations, Inc.",15,12/31/2018
"945081","Washington Street East Group Home","407 West Washington Street","LaGrange","NC","28551","Lenoir","(252)566-2955","MHL","MHL-054-038","NOVA IC, Inc.",6,12/31/2018
"100863","With A Purpose Family Care #1","2204 Lovick Road","Dover","NC","28526","Lenoir","(252)939-1660","MHL","MHL-054-164","With A Purpose Family Care, Inc.",3,12/31/2018
"140290","With A Purpose Family Care #2 - 'Woody House'","863 Black Harper Road","Kinston","NC","28501","Lenoir","(252)527-5271","MHL","MHL-054-175","With A Purpose Family Care, Inc.",5,12/31/2018
"010028","Bessemer Heights","202 Massapoag Rd.","Lincolnton","NC","28092","Lincoln","(704)864-3450","MHL","MHL-055-067","RHA Health Services NC, LLC",3,12/31/2018
"921534","Brookwood Home","1254 Brookhaven Drive","Lincolnton","NC","28092","Lincoln","(704)735-3199","MHL","MHL-055-008","RHA Health Services NC, LLC",6,12/31/2018
"980631","Crescent Court Home","214 Crescent Court","Lincolnton","NC","28092","Lincoln","(704)864-3450","MHL","MHL-055-047","RHA Health Services NC, LLC",3,12/31/2018
"990955","Crestview","166 Massapoag Road","Lincolnton","NC","28092","Lincoln","(704)864-3450","MHL","MHL-055-059","RHA Health Services NC, LLC",3,12/31/2018
"944629","Gaylain's House of Hope","322 East McBee Street","Lincolnton","NC","28092","Lincoln","(704)240-9453","MHL","MHL-055-121","Gaylain's House of Hope",8,12/31/2018
"150294","Infinite Beginnings II","526 E. Main Street","Lincolnton","NC","28092","Lincoln","(704)748-4844","MHL","MHL-055-123","Infinite Beginnings, LLC",0,12/31/2018
"050474","Laurel Lane","1250 Georgetown Road","Lincolnton","NC","28092","Lincoln","(704)864-3450","MHL","MHL-055-053","RHA Health Services NC, LLC",3,12/31/2018
"080204","Lincoln County","2466 Carriage Lane","Lincolnton","NC","28092","Lincoln","(704)736-4877","MHL","MHL-055-025","UMAR Services, Inc.",6,12/31/2018
"150344","Lincolnton Arts Center","232 East Main Street","Lincolnton","NC","28092","Lincoln","(704)240-9838","MHL","MHL-055-118","UMAR Services, Inc.",0,12/31/2018
"922147","Linoak Group Home","3175 Bank St.","Lincolnton","NC","28092","Lincoln","(828)428-0552","MHL","MHL-055-016","RHA Health Services NC, LLC",6,12/31/2018
"922148","Lithia Inn Group Home","408 Lithia Inn Road","Lincolnton","NC","28092","Lincoln","(704)735-2126","MHL","MHL-055-014","Easter Seals UCP North Carolina & Virginia, Inc.",6,12/31/2018
"170139","NSC Behavioral Concepts","1047 Gaston Street","Lincolnton","NC","28092","Lincoln","(704)603-6156","MHL","MHL-055-125","NSC Behavioral Concepts, LLC",0,12/31/2018
"050475","Patriot Lane","1252 Georgetown Road","Lincolnton","NC","28092","Lincoln","(704)864-3450","MHL","MHL-055-093","RHA Health Services NC, LLC",3,12/31/2018
"101098","Phoenix Counseling Center","510 South Aspen Street","Lincolnton","NC","28092","Lincoln","(704)735-7325","MHL","MHL-055-098","Phoenix Counseling Center",0,12/31/2018
"101098","Phoenix Counseling Center","510 South Aspen Street","Lincolnton","NC","28092","Lincoln","(704)735-7325","MHL","MHL-055-098","Phoenix Counseling Center",0,12/31/2018
"956268","Pitzer","200 Wellington Drive","Lincolnton","NC","28092","Lincoln","(704)735-0186","MHL","MHL-055-026","UMAR Services, Inc.",6,12/31/2018
"922475","Riverview Home","1793 Riverview Road","Lincolnton","NC","28092","Lincoln","(704)732-1606","MHL","MHL-055-005","RHA Health Services NC, LLC",6,12/31/2018
"922530","Salem Industries","1636 Salem Church Road","Lincolnton","NC","28092","Lincoln","(704)732-1516","MHL","MHL-055-012","Gaston Skills, Inc.",0,12/31/2018
"922530","Salem Industries","1636 Salem Church Road","Lincolnton","NC","28092","Lincoln","(704)732-1516","MHL","MHL-055-012","Gaston Skills, Inc.",0,12/31/2018
"952674","Sunny Hill Group Home #1","261 Sunny Hill Drive","Lincolnton","NC","28092","Lincoln","(704)732-5609","MHL","MHL-055-006","RHA Health Services NC, LLC",6,12/31/2018
"922673","Sunny Hill II","279 Sunny Hill Drive","Lincolnton","NC","28092","Lincoln","(704)732-7579","MHL","MHL-055-010","RHA Health Services NC, LLC",6,12/31/2018
"120420","Support Day Treatment","126 Performance Drive","Lincolnton","NC","28092","Lincoln","(704)240-4267","MHL","MHL-055-120","Support, Incorporated",0,12/31/2018
"001430","Turner 3","311 Turner Street","Lincolnton","NC","28092","Lincoln","(704)864-3450","MHL","MHL-055-062","RHA Health Services NC, LLC",4,12/31/2018
"030433","Turner 5","353 Turner Street","Lincolnton","NC","28092","Lincoln","(704)864-3450","MHL","MHL-055-081","RHA Health Services NC, LLC",4,12/31/2018
"990954","Turner I","317 Turner Street","Lincolnton","NC","28092","Lincoln","(704)864-3450","MHL","MHL-055-058","RHA Health Services NC, LLC",4,12/31/2018
"921949","Harrison Avenue Group Home","734 Harrison Avenue","Franklin","NC","28744","Macon","(828)524-8231","MHL","MHL-056-004","Macon Citizens Habilities, Inc.",6,12/31/2018
"922041","Iotla Street Group Home","406 Lotla Street","Franklin","NC","28734","Macon","(828)524-5888","MHL","MHL-056-005","Macon Citizens Habilities, Inc.",6,12/31/2018
"041235","Macon Citizens Enterprises(MCE)","913 Lake Emory Road","Franklin","NC","28734","Macon","(828)524-5888","MHL","MHL-056-018","Macon Citizens Habilities, Inc.",0,12/31/2018
"922166","Macon County Group Home","170 Second Street","Franklin","NC","28744","Macon","(828)524-5888","MHL","MHL-056-003","Macon Citizens Habilities, Inc.",6,12/31/2018
"120299","Meridian Behavioral Health Services-MVI Day Treatment","161 Clarks Chapel Road","Franklin","NC","28734","Macon","(828)349-1325","MHL","MHL-056-031","Meridian Behavioral Health Services, Inc.",0,12/31/2018
"130233","Meridian Behavioral Health Srvcs-Iotla Valley Day Trtmn","1166 Iotla Church Road, Classrooms 114 & 116","Franklin","NC","28734","Macon","(828)524-2938","MHL","MHL-056-030","Meridian Behavioral Health Services, Inc.",0,12/31/2018
"922608","Recovery Options - Macon","100 Thomas Heights Road","Franklin","NC","28734","Macon","(828)524-9385","MHL","MHL-056-032","NCG Acquisition, LLC",0,12/31/2018
"070662","Second Nature Blue Ridge Carolina","16 Swiss Village Road","Otto","NC","28763","Macon","(706)212-2037","MHL","MHL-056-024","Second Nature Blue Ridge Carolina, LLC",20,12/31/2018
"956949","Yonce House","722 Harrison Avenue","Franklin","NC","28734","Macon","(828)369-3373","MHL","MHL-056-009","Macon Citizens Habilities, Inc.",3,12/31/2018
"922427","Blue Ridge Homes-Madison","Blue Ridge Homes Drive #50","Mars Hill","NC","28754","Madison","(828)689-9265","MHL","MHL-057-003","Blue Ridge Area Foundation, Inc.",32,12/31/2018
