FID,STYPE,FACILITY,FADDR1,FADDR2,FCITY,FSTATE,FZIP,FCOUNTY,FPHONE,FEXTEN,FFAX,OBN1,OBN2,SADDR,SCITY,SSTATE,SZIP,ICF,LICNO,LICENSEE,ODATE,EFFECTIVE,EXPIRES,FULL,SAELIGIBLE,CAPACITY,NFTOTAL,HATOTAL,LTCTOTAL,HTOTAL,TOTALBEDS,HGENLIC,REHABHLIC,PSYLIC,SALIC,DETOXLIC,HOSLIC,RSRCHLIC,OTHRHLIC,ALZLIC,HIVLIC,REHABNLIC,TBILIC,VENLIC,OTHNFLIC,NFGENLIC,HAALZLIC,HAHIVLIC,HAGENLIC,RETIREBEDS,CONCARE,ADCP,HOSPICE,RESPITE,REHAB,HOMECARE,SUBACUBEDS,CONSUBACUT,HCACAT,HOSCAT,NPCAT,NSGSVCS,NSGINTSV,NSGPDSV,IVSV,AIDESV,SWSV,PTSV,OTSV,SPSV,PMSV,DMESV,SPLYSV,NSGPOOL,POOLAIDE,HHASV,HHANO,HOSNO,HPBEDS,HRBEDS,HOSSV,ADMNAME,ADMPHONE,DONNAME,MGMTNAME,MGMTADDR,PARNAME,PARADDR,OWNER,OWNERADDR,HOLDSTYPE
"944879","Mental Health Homes","My Place","3721 Legion Road","","Hope Mills","NC","28348","Cumberland","(910)488-2459","","(910)484-9317","","","1050 Hogan Street","Fayetteville","NC","28301",T,"MHL-026-943","Midstate Health Systems, Inc.",06/21/2013,01/01/2018,12/31/2018,F,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Sera W Gilmore","(910)488-3717","","","","","","Sera W Gilmore","","MHL"
"922261","Mental Health Homes","Myron Place","211 Roseman Lane","","Cleveland","NC","27013","Rowan","(704)278-9681","","(704)278-4799","","","219 Myron Place","Salisbury","NC","28144",T,"MHL-080-005","RHA Health Services NC, LLC",02/01/1987,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Lisa Jones","(704)278-9681","","RHA Health Management Services, LLC","17 Church Street Asheville, NC 28801","","","RHA Health Services NC, LLC","17 Church Street Asheville, NC 28801","MHL"
"922262","Mental Health Homes","Myrtle Grove Group Home","1316 S.  16th Street","","Wilmington","NC","28401","New Hanover","(910)762-1189","","(910)762-1301","","","6732 Myrtle Grove Road","Wilmington","NC","28409",T,"MHL-065-022","Lifetime Resources, Inc.",09/01/1988,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Mr Robert T Thacker Jr","(910)762-1189","","","","","","Robert T Thacker, JR","","MHL"
"922263","Mental Health Homes","Myrtlewood Group Home","350 Pee Dee Ave, Suite 101","","Albemarle","NC","28001","Montgomery","(910)439-5496","","(910)439-5496","","","175 Myrtlewood Drive","Mt. Gilead","NC","27306",T,"MHL-062-006","Monarch",06/01/1991,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Christy Shaver","(704)986-1500","","","","","","Peggy S Terhune","","MHL"
"952292","Mental Health Homes","New River Cottage, Inc.","P.O. Box 488","","Sparta","NC","28675","Alleghany","(336)372-2592","","(336)372-5672","","","82 Davis Lane","Sparta","NC","28675",T,"MHL-003-003","New River Cottage, Inc.",10/10/1984,01/01/2018,12/31/2018,T,F,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Mitch Franklin","(336)372-5671","","","","","","Becky Miller","","MHL"
"971255","Mental Health Homes","New Stock Road Group Home","po box 1250","","Asheville","NC","28802-1250","Buncombe","(828)658-9842","","(828)251-4530","","","122 Woodland Hills Road","Asheville","NC","28804",T,"MHL-011-137","Blue Ridge Area Foundation, Inc.",10/20/1997,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Chrissie Gulden","(828)274-7540","","","","","","Lawerence E Thompson","","MHL"
"944895","Mental Health Homes","No Place Like Home","P. O. Box 64724","","Fayetteville","NC","28306","Cumberland","(910)483-4043","","(910)484-1315","","","4309 NC Hwy 87 South","Fayetteville","NC","28306",T,"MHL-026-054","Mid State Health Services, Inc.",03/20/1990,01/01/2018,12/31/2018,T,F,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Sera W Gilmore","(910)483-4043","","","","","","Sera W Gilmore","","MHL"
"020861","Mental Health Homes","North Drive Group Home","2307-G Norwood Ave.","","Goldsboro","NC","27534","Wayne","(919)580-0188","","(919)735-7207","","","1216 North Drive","Goldsboro","NC","27534",T,"MHL-096-216","Nova IC, Inc.",12/08/2008,01/01/2018,12/31/2018,F,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Candra Hill","(919)734-8803","","","","","","Kimberly D Ford","","MHL"
"922313","Mental Health Homes","Northridge Residential","80 Alliance Drive","","Whiteville","NC","28472","Bladen","(910)647-2801","","(910)642-8039","","","68 Mitchell Ford Road","Clarkton","NC","28433",T,"MHL-009-009","Community Innovations, Inc.",04/10/1992,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Angelica Moore","(910)647-2801","","","","","","Community Based Care, LLC","315 Wilkesboro Blvd NE, Suite 2A Lenoir, NC 28645","MHL"
"932314","Mental Health Homes","Northside Group Home","PO Box 2813","","Fayetteville","NC","28302","Cumberland","(910)822-4455","","(910)822-1951","","","3301 Barksdale Road","Fayetteville","NC","28301",T,"MHL-026-125","Sophia B. Pierce & Associates, Inc.",02/01/1993,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Malissa Scott","(910)822-4455","","","","","","Sophia B Pierce","","MHL"
"000055","Mental Health Homes","Norwood Avenue Home","PO Box 11077","","Goldsboro","NC","27532","Wayne","(919)731-4745","","(919)735-9643","","","2510 Norwood Avenue","Goldsboro","NC","27530",T,"MHL-096-110","NOVA-IC, Inc.",01/21/2000,01/01/2018,12/31/2018,F,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Candra Hill","(919)734-8803","","","","","","Kimberly D Ford","","MHL"
"990150","Mental Health Homes","Oak Street Group Home-St. Mark","1511 Shopton Rd., Ste. A","","Charlotte","NC","28217","Mecklenburg","(704)596-4135","","(704)944-5102","","Lifespan/St. Mark's Inc.","1801 Oak Street","Charlotte","NC","28269",T,"MHL-060-018","Lifespan Incorporated",01/05/1987,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Sonya Reid","(704)393-5916","","","","","","Davan M Cloninger","","MHL"
"922324","Mental Health Homes","Oakdale Group Home","190 Commerce Boulevard","","Statesville","NC","28625","Iredell","(704)872-3257","","(704)872-3651","","","436 Mocksville Highway","Statesville","NC","28625",T,"MHL-049-002","RHA Health Services NC, LLC",04/01/1988,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Michael Heller","(704)872-3257","","RHA Health Management Services, LLC","17 Church St Asheville, NC 28801","Residential Healthcare Affiliates Inc","1200 Ridgefield Blvd.  Suite 270 Asheville, NC 28806","RHA Health Services NC, LLC","17 Church Street Asheville, NC 28801","MHL"
"922329","Mental Health Homes","Old Farm Road","2248 Wingate Road","","Fayetteville","NC","28304","Hoke","(910)424-2121","","(910)424-7045","","","409 Old Farm Road","Raeford","NC","28376",T,"MHL-047-003","RHA Health Services NC, LLC",06/01/1987,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Samantha Scott","(910)424-2121","","RHA Health Management Services, LLC","17 Church Street Asheville, NC 28801","RHA Inc","1 Buckhead Plaza Suite 900, 3060 Peachtree Rd NW Atlanta, GA 30305","RHA Health Services NC, LLC","17 Church Street Asheville, NC 28801","MHL"
"922350","Mental Health Homes","Park Avenue Home","2527 E. Lyon Station Rd","","Creedmoor","NC","27522","Granville","(919)528-2558","","(919)528-2971","","","105 Park Avenue","Creedmoor","NC","27522",T,"MHL-039-007","RHA Health Services NC, LLC",04/01/1990,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Carlos Scott","(919)528-2558","","RHA Health Management Services, LLC","17 Church Street Asheville, NC 28801","Resource Healthcare of America Inc","1 Buckhead Plaza Suite 900, 3060 Peachtree Road NW Atlanta, GA 30305","Jeanne Duncan","","MHL"
"944787","Mental Health Homes","Park Drive Group Home","401 South Main Street, Suite 100","","Mt. Airy","NC","27030","Surry","(336)789-6697","","(336)789-6697","","","1305 Park Drive","Mt. Airy","NC","27030",T,"MHL-086-020","Surry-Yadkin Residential Services, Inc.",05/04/1994,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Beth Bowman","(336)789-6697","","","","","","Dawn Pegram","","MHL"
"960122","Mental Health Homes","Pence Place","350 Pee Dee Ave, Suite 101","","Albemarle","NC","28001","Richmond","(910)895-1154","","(910)895-1126","","","295 Airport Road","Rockingham","NC","28379",T,"MHL-077-019","Monarch",02/27/1996,01/01/2018,12/31/2018,T,F,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Christy Shaver","(704)986-1500","","","","","","Peggy S Terhune","","MHL"
"922373","Mental Health Homes","Penny Lane #1","1754 GKN Way","","Newton","NC","28658","Catawba","(828)459-0588","","(828)428-3600","","","2840 Hwy 70 East","Claremont","NC","28610",T,"MHL-018-011","RHA Health Services NC, LLC",06/01/1988,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Arlene Bridges","(828)428-0061","","RHA Health Management Services, LLC","17 Church Street Asheville, NC 28801","","","Jeanne Duncan","","MHL"
"922374","Mental Health Homes","Penny Lane II","1754 GKN Way","","Newton","NC","28658","Catawba","(828)459-1339","","(828)428-3600","","","2830 Highway 70 East","Claremont","NC","28610",T,"MHL-018-016","RHA Health Services NC, LLC",03/13/1989,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Arlene Bridges","(828)428-0061","Lori Novak","RHA Health Management Services, LLC","17 Church Street Ashville, NC 28801","Resource Healthcare of America Inc","One Buckhead Plaza   suite 900, 3060 Peachtree Road NW Atlanta, GA 30305","RHA Health Services NC, LLC","17 Church Street Asheville, NC 28801","MHL"
"922387","Mental Health Homes","Pilotview","350 Pee Dee Ave, Suite101","","Albemarle","NC","28001","Stokes","(336)983-0493","","(336)983-0493","","","209 Pilot View Drive","King","NC","27021",T,"MHL-085-005","Monarch",02/01/1989,01/01/2018,12/31/2018,T,F,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Christy Shaver","(704)986-1500","","","","","","Peggy S Terhune","","MHL"
"944820","Mental Health Homes","Pine Ridge Group Home","908 Avent Ferry Road","","Holly Springs","NC","27540","Lee","(919)774-9747","","(919)557-6740","","","739 Arthur Maddox Road","Sanford","NC","27330",T,"MHL-053-027","Community Innovations, Inc.",06/17/1994,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Roberta Norris","(919)774-9747","","","","","","Community Based Care, LLC","315 Wilkesboro Blvd NE, Suite 2A Lenoir, NC 28645","MHL"
"922389","Mental Health Homes","Pinebrook Group Home","145 Cane Creek Ind Park Rd, Ste 250","","Fletcher","NC","28732","Henderson","(828)697-4186","","(828)684-1553","","","301 Erkwood Drive","Hendersonville","NC","28791",T,"MHL-045-066","RHA Health Services NC, LLC",10/01/2006,01/01/2018,12/31/2018,F,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Jane Rollins","(828)684-1940","","RHA Health Management Services, LLC","17 Church Street Asheville, NC 28801","","","RHA Health Services NC, LLC","17 Church Street Asheville, NC 28801","MHL"
"922393","Mental Health Homes","Pineview","350 Pee Dee Ave, Suite 101","","Albemarle","NC","28001","Forsyth","(336)744-1805","","(336)744-1805","","","5260 Pineview Drive","Winston-Salem","NC","27105",T,"MHL-034-010","Monarch",04/01/1983,01/01/2018,12/31/2018,T,F,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Melissa Hall","(704)986-1500","","","","","","Peggy S Terhune","","MHL"
"944283","Mental Health Homes","Pinewood Group Home","190 Commerce Boulevard","","Statesville","NC","28625","Iredell","(704)872-3257","","(704)872-3651","","","2101 Beauty Street","Statesville","NC","28625",T,"MHL-049-029","RHA Health Services NC, LLC",11/15/1993,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Michael Heller","(704)872-3257","","RHA Health Management Services, LLC","17 Church Street Asheville, NC 28801-","","","RHA Health Services NC, LLC","17 Church Street Asheville, NC 28801","MHL"
"922401","Mental Health Homes","Pisgah Group Home","PO Box 7588","","Asheville","NC","28802-7588","Buncombe","(828)274-8368","","(828)274-1424","","","28 Pisgahview Avenue","Asheville","NC","28803",T,"MHL-011-047","WNC Group Homes for Autistic Persons, Inc.",06/18/1991,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Chrissie Gulden","(828)274-8368","","","","","","Chrissie Gulden","","MHL"
"922403","Mental Health Homes","Pitt County Group Home #1","PO Box 9","","Grifton","NC","28530","Pitt","(252)524-3993","","(252)524-3870","","","6570 Fairway Drive","Grifton","NC","28530",T,"MHL-074-003","Pitt Co. GH Board for MR, Autistic Persons, Inc.",03/01/1985,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Ms Mary G Bright","(252)524-4950","","","","","","Jacob Parrish","PO Box 9 Grifton, NC 28530","MHL"
"922406","Mental Health Homes","Pitt County Group Home #2","P.O. Box 9","","Grifton","NC","28530","Pitt","(252)524-4950","","(252)524-3870","","","4263 N. Edge Road","Ayden","NC","28513",T,"MHL-074-015","Pitt Co GH Board for MR, Autistic Persons, Inc.",07/01/1989,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Ms Mary G Bright","(252)254-4950","","","","","","Jacob Parrish","P.O. Box 9 Grifton, NC 28530","MHL"
"070714","Mental Health Homes","Pitt County Group Home #3","PO Box 9","","Grifton","NC","28530","Pitt","(252)524-3723","","(252)524-3870","","","6962 Church Street","Grifton","NC","28530",T,"MHL-074-097","Pitt Co GH Board for MR, Autistic Persons, Inc.",02/23/2000,01/01/2018,12/31/2018,F,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Mary G Bright","(252)524-4950","","","","","","Jacob Parrish","PO Box 9 Grifton, NC 28530-","MHL"
"956955","Mental Health Homes","Playmore Group Home","P.O. Box 1080","","Lenoir","NC","28645","Caldwell","(828)754-1300","","(828)728-9953","","","3252 Playmore Beach Road","Morganton","NC","28655",T,"MHL-014-038","Com-Serv, Inc.",11/09/1995,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Paige Anderson","(828)728-9288","","ComServ, Inc.","P.O. Box 1080 Lenoir, NC 28645-","","","Dawn Kelly","","MHL"
"922407","Mental Health Homes","Pleasant Acres","211 Roseman Lane","","Cleveland","NC","27013","Davie","(704)278-9681","","(704)278-4799","","","447 Pleasant Acres Drive","Mocksville","NC","27028",T,"MHL-030-007","RHA Health Services NC, LLC",10/01/1987,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Lisa Jones","(704)278-9681","","RHA Health Management Servicse, LLC","17 Church Street Asheville, NC 28801","","","RHA Health Services NC, LLC","17 Church Street Asheville, NC 28801","MHL"
"922412","Mental Health Homes","Poplar Street Group Home","408 West Trade Street","","Burlington","NC","27217","Alamance","(336)227-1011","","(336)226-6465","","","328 Poplar Street","Graham","NC","27253",T,"MHL-001-007","Ralph Scott Lifeservices, Inc.",03/01/1984,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Jennifer Helton","(336)227-1011","","","","","","Jennifer E Helton","","MHL"
"990876","Mental Health Homes","Quail Roost Group Home (ICF/MR)","111 Providence Road","","Chapel Hill","NC","27514","Orange","(919)960-6167","","(919)933-4490","","","102 Quail Roost Drive","Carrboro","NC","27510",T,"MHL-068-089","Residential Services, Inc.",09/09/1999,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Debbie L Klein","(919)942-7391","","","","","","Scott A Keller","","MHL"
"922425","Mental Health Homes","Queen's Pond","198 Cinnamon Drive","","Hubert","NC","28539","Onslow","(910)326-7600","","(919)590-1581","Queen's Pond Building A","Queen's Pond Building B","561 Queen's Creek Road","Hubert","NC","28539",T,"MHL-067-011","Carobell, Inc.",05/01/1989,01/01/2018,12/31/2018,T,F,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Vanessa Ervin","(910)326-7600","","","","","","Vanessa Ervin","","MHL"
"922765","Mental Health Homes","Ralph Scott Lifeservices, Inc.","408 West Trade Street","","Burlington","NC","27217","Alamance","(336)227-1011","","(336)226-6465","","","710 Townbranch Road","Graham","NC","27253",T,"MHL-001-008","Ralph Scott Lifeservices, Inc.",03/01/1984,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Jennifer Helton","(336)227-1011","","","","","","Jennifer E Helton","","MHL"
"952105","Mental Health Homes","Ralph Scott Lifeservices, inc.-Laramie Drive Group Home","408 West Trade Street","","Burlington","NC","27217","Alamance","(336)227-1011","","(336)226-6465","","","108 Laramie Drive","Mebane","NC","27302",T,"MHL-001-027","Ralph Scott Lifeservices, Inc.",08/23/1991,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Jennifer Helton","(336)227-1011","","","","","","Jennifer E Helton","","MHL"
"954623","Mental Health Homes","Ralph Scott Lifeservices, Inc./Rosemont Street","408 West Trade Street","","Burlington","NC","27249","Alamance","(336)227-1011","","(336)226-6465","","","304 Rosemont Street","Gibsonville","NC","27249",T,"MHL-001-031","Ralph Scott Lifeservices, Inc.",04/27/1994,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Jennifer Helton","(336)227-1011","","","","","","Jennifer Helton","","MHL"
"954539","Mental Health Homes","Ralph Scott Lifeservices, Inc./Veterans Drive","408 West Trade Street","","Burlington","NC","27217","Alamance","(336)227-1011","","(336)226-6465","","","500 Veterans Drive","Elon College","NC","27244",T,"MHL-001-030","Ralph Scott Lifeservices, Inc.",03/10/1994,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Jennifer Helton","(336)227-1011","","","","","","Jennifer E Helton","","MHL"
"945214","Mental Health Homes","Ravendale Drive Group Home","2211-A Executive Street","","Charlotte","NC","28208","Mecklenburg","(704)399-3538","","(704)392-9221","","","1123 Ravendale Drive","Charlotte","NC","28216",T,"MHL-060-231","Autism Services of Mecklenburg County, Inc.",10/20/1994,01/01/2018,12/31/2018,T,F,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"J M Phillips","(704)399-9220","","","","","","J Marc Phillips","","MHL"
"955392","Mental Health Homes","Rayside A","145 Cane Creek Ind. Park Rd Ste 250","","Fletcher","NC","28732","Henderson","(828)697-4484","","(828)684-1553","","","617 Ray Avenue","Hendersonville","NC","28739",T,"MHL-045-064","RHA Health Services NC, LLC",10/01/2006,01/01/2018,12/31/2018,F,F,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Jane Rollins","(828)684-1940","","RHA Health Management Services, LLC","17 Church Street Asheville, NC 28801","","","RHA Health Services NC, LLC","17 Church Street Asheville, NC 28801","MHL"
"955391","Mental Health Homes","Rayside B","145 Cane Creek Ind. Park Rd Ste 250","","Fletcher","NC","28732","Henderson","(828)697-4485","","(828)684-1553","","","619 Ray Avenue","Hendersonville","NC","28739",T,"MHL-045-065","RHA Health Services NC, LLC",10/01/2006,01/01/2018,12/31/2018,F,F,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Jane Rollins","(828)684-1940","","RHA Health Management Services, LLC","17 Church Street Asheville, NC 28801","","","RHA Health Services NC, LLC","17 Church Street Asheville, NC 28801-","MHL"
"010376","Mental Health Homes","Residential Services, Inc. Retirement Center","111 Providence Road","","Chapel Hill","NC","27514","Orange","(919)383-4444","","(919)383-4441","","","6310 Mount Hermon Church Road","Durham","NC","27705",T,"MHL-068-012","Residential Services, Inc.",01/01/1985,01/01/2018,12/31/2018,T,F,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,F,F,F,F,F,0,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,"","",0,0,F,"Mike McGahey","(919)383-4444","","","","","","Scott A Keller","","MHL"
