XFCOUNTY,XFACILITY,XCAP,LLICENSEE,XSADDR,XSCITY,XSSTATE,XSZIP,XFADDR1,XFADDR2,XFCITY,XFSTATE,XFZIP,XFPHONE,XFFAX,LLICENSNO,XFID,XSTATUS,STARS
"Durham","Nellie's Adult Care Home 1",3,"Donald E. Brown, Sr.","2410 Francis Street","Durham","NC","27707","2410 Francis Street","","Durham","NC","27707","(919)402-2072","(919)402-2073","FCL-032-147","970500","Active",0
"Durham","NuCare Family Care Home",4,"NuCare Homes, Inc","713 Eva Street","Durham","NC","27701","PO Box 52271","","Durham","NC","27717","(919)766-1318","(919)467-4219","FCL-032-105","090297","Active",0
"Durham","Pleasant Living Family Care",6,"Nicole R. Diaz","5304 Yardley Terrace","Durham","NC","27707","5304 Yardley Terrace","","Durham","NC","27707","(919)937-9997","(919)937-9997","FCL-032-150","031265","Active",0
"Durham","Prestige Estates Assisted Living",6,"Prestige Estates Assisted Living, Inc","4120 Holt School Road","Durham","NC","27704","PO Box 15940","","Durham","NC","27704","(919)519-1602","(   )   -","FCL-032-121","120125","Active",3
"Durham","Prestige Family Care Home",6,"Prestige Family Care Homes, Inc.","3217 Dearborn Drive","Durham","NC","27704","1420 E Club Blvd","Ste. C","Durham","NC","27704","(919)937-9429","(919)937-9813","FCL-032-141","080165","Active",3
"Durham","Ramsgate Family Care Home",4,"Ramsgate Family Care Home, LLC","3676 Guess Road","Durham","NC","27705-2112","3676 Guess Road","","Durham","NC","27705-2112","(919)477-6717","(919)973-4038","FCL-032-099","990783","Active",4
"Durham","Spring Valley Living @ Beechwood",3,"Spring Valley Living, LLC","2801 Beechwood Drive","Durham","NC","27707","2133 East Geer Street","","Durham","NC","27704","(919)381-4841","(919)439-0222","FCL-032-133","130241","Active",4
"Durham","Spring Valley Living @ Oak Grove",6,"Kanisha Dickens","3811 Wake Forest Hwy","Durham","NC","27703","2133 East Geer Street","","Durham","NC","27704","(919)251-9100","(919)294-4117","FCL-032-144","070010","Active",0
"Durham","Star Home Services",6,"Star Home, Inc.","3007 Dearborn Drive","Durham","NC","27704","1921 North Pointe Drive","Ste 205","Durham","NC","27705","(919)797-1327","(919)471-1515","FCL-032-153","061090","Active",0
"Durham","Supreme Family Care Home",5,"Supreme Family Care Home, LLC","1120 Bemming Street","Durham","NC","27702","PO Box 0947","","Durham","NC","27702","(919)730-9917","(919)267-2662","FCL-032-142","110215","Active",3
"Durham","Tender Mercies II",6,"Tender Mercies Inc","1005 Horton Road","Durham","NC","27704","2011 Chapel Hill Rd","","Durham","NC","27707","(919)884-0691","(919)401-0634","FCL-032-135","921083","Active",3
"Durham","The Pickett House Family Care Home",6,"Ricky Hill","3811 Pickett Road","Durham","NC","27705","3811 Pickett Road","","Durham","NC","27705","(919)403-0390","(919)489-8489","FCL-032-087","945314","Active",3
"Durham","Tower of Blessing A Refuge To Seek # 2",6,"Tower of Blessing A Refuge To Seek, Inc","2309 Ellington Street","Durham","NC","27704-5213","2309 Ellington Street","","Durham","NC","27704","(919)680-6360","(919)956-7391","FCL-032-129","010652","Active",4
"Durham","Tower of Blessing a Refuge to Seek #3",6,"Tower of Blessing a Refuge to Seek, Inc.","407 North Hyde Park Avenue","Durham","NC","27703","2309 Ellington St","","Durham","NC","27704","(919)682-6079","(919)956-7391","FCL-032-157","920077","Ownership Changed",4
"Edgecombe","A Child's Hope Family Care Home",5,"Young Hope New Beginning Mothers & Children Centers Org.","301 S Church Street Ste 153","Rocky Mount","NC","27804","301 S. Church Street","Suite 153","Rocky Mount","NC","27804","(252)822-1790","(252)557-4677","FCL-033-016","160186","Active",0
"Edgecombe","Fountain Adult Home Care",2,"Fountain Adult Home Care, LLC","303 William Walston Lane","Tarboro","NC","27886","303 William Walston Lane","","Tarboro","NC","27886","(252)641-4388","(252)641-6412","FCL-033-012","140482","Active",3
"Edgecombe","Garrison Manor",6,"Garrison Manor, LLC","1414 Springfield Road","Rocky Mount","NC","27801","PO Box 1311","","Rocky Mount","NC","27801","(252)210-2967","(910)892-1984","FCL-033-008","921722","Active",3
"Edgecombe","Guiding Star Health Care Two",6,"Guiding Star Health Care Two, Inc.","1564 Springbrook Drive","Rocky Mount","NC","27801","117 Habersham Court","","Rocky Mount","NC","27804","(252)314-4441","(252)557-4810","FCL-033-014","160194","Active",0
"Edgecombe","Kinillie Family Care Home",4,"Kinillie, LLC","448 Pleasant Hill Road","Rocky Mount","NC","27801","8017 NC 33 East","","Tarboro","NC","27886","(252)231-8319","","FCL-033-015","160493","Active",0
"Edgecombe","My Guardian Angel Family Care Home",6,"Vernon & Brenda Bryant","514 Cokey Road","Rocky Mount","NC","27801","514 Cokey Road","","Rocky Mount","NC","27801","(252)977-3368","(252)977-3368","FCL-033-009","921313","Active",4
"Edgecombe","Open Arms Family Services # 2",5,"Open Arms Family Services, Inc.","1924 Beverly Road","Rocky Mount","NC","27801","612 Mayfair Drive","","Rocky Mount","NC","27803","(252)955-5858","(252)822-5184","FCL-033-011","140330","Active",3
"Edgecombe","We Care Family  Care Home #2",5,"Beatrice Petway","1101 Hill Street","Rocky Mount","NC","27801","730 Marigold Street","","Rocky Mount","NC","27801","(252)977-3761","(252)446-5560","FCL-033-004","960655","Active",3
"Edgecombe","Your Loving Family Care Home I",6,"Beatrice Petway","730 Marigold Street","Rocky Mount","NC","27801","730 Marigold Street","","Rocky Mount","NC","27801","(252)446-5559","(252)446-5560","FCL-033-006","021257","Active",3
"Forsyth","Hines Family Care Home",6,"Margaretta Louise Hines","2224 Manchester Street","Winston-Salem","NC","27105","2224 Manchester Street","","Winston-Salem","NC","27105","(336)727-1308","(336)608-4737","FCL-034-024","920553","Active",4
"Forsyth","Parkview Family Care Home",5,"Margaretta Hines Moore","2778 Reynolds Park Road","Winston-Salem","NC","27107","2778 Reynolds Park Road","","Winston-Salem","NC","27107","(336)784-5590","(336)608-4737","FCL-034-015","920894","Active",3
"Forsyth","Quality Care Homes",6,"Quality Care Homes, LLC","910 Maplewood Court","Winston-Salem","NC","27103","910 Maplewood Court","","Winston-Salem","NC","27103","(336)661-8473","(   )   -","FCL-034-103","930807","Active",0
"Forsyth","WAMU's Family Care Home",6,"Esther Muriuki and John Gathara","1251 Shelter Cove","Winston Salem","NC","27106","1251 Shelter Cove","","Winston Salem","NC","27106","(336)413-6477","(336)923-7420","FCL-034-092","090627","Active",3
"Forsyth","William's Family Care Home #3",5,"John P Williams, Jr.","2510 Gilmer Avenue","Winston-Salem","NC","27105","2510 Gilmer Avenue","","Winston-Salem","NC","27105","(336)724-1758","(336)761-8409","FCL-034-083","921338","Active",3
"Franklin","Ajinda Family Care Home II",6,"Ajinnda Family Care Home, LLC","1359 Sutton Road","Louisburg","NC","27549-6625","1359 Sutton Road","","Louisburg","NC","27549-6625","(919)496-2906","(919)496-2906","FCL-035-018","061266","Active",3
"Franklin","Alston Family Care Home",6,"Selma A. Davis","476 Leonard Road","Louisburg","NC","27549","476 Leonard Road","","Louisburg","NC","27549","(919)853-6715","(919)853-6715","FCL-035-008","960240","Active",3
"Franklin","Divine Family Care Home III",6,"Divine Family Care Home III, Inc","45 Cannady Way","Franklinton","NC","27525-8939","45 Cannady Way","","Franklinton","NC","27525-8939","(919)494-1081","(919)494-1198","FCL-035-021","110039","Active",3
"Franklin","Lee Family Care Home",5,"Willie James Lee and Lizzie Lee","945 Vaiden Road","Louisburg","NC","27549","945 Vaiden Road","","Louisburg","NC","27549","(919)853-3359","(919)853-3359","FCL-035-002","920664","Active",4
"Franklin","Louisburg Senior Village",6,"Louisburg Senior Village, LLC","1233 Hwy 56 East","Louisburg","NC","27549","PO Box 986","","Louisburg","NC","27549","(919)496-1611","(252)496-3714","FCL-035-011","021178","Active",4
"Franklin","Pinewood Manor Assisted Living",6,"Joyce Ogbu","205 Bunn Road","Louisburg","NC","27549","4428 Louisburg Road","Suite 109","Raleigh","NC","27616","(919)872-7686","(919)872-7456","FCL-035-030","170079","New",0
"Franklin","Pioneer Healthcare #1",6,"Pioneer Healthcare Inc","306 Lumpkin Blvd","Louisburg","NC","27549","306 Lumpkin Blvd","","Louisburg","NC","27549","(919)729-3134","(919)853-7527","FCL-035-028","060535","Active",4
"Franklin","Pioneer Healthcare #2",6,"Pioneer Healthcare Inc","113 Justice Street","Louisburg","NC","27549","306 Lumpkin Blvd","","Louisburg","NC","27549","(919)853-2700","(919)853-7527","FCL-035-029","070669","Active",3
"Gaston","House Of Mercy",6,"House of Mercy, Inc.","304 McAuley Circle","Belmont","NC","28012-0808","P. O. Box 808","","Belmont","NC","28012-0808","(704)825-4711","(704)825-9976","FCL-036-004","920576","Active",4
"Gaston","St Mark's Road Care Home",5,"Harris Enterprises of NC, Inc","1230 St. Mark's Church Road","Crouse","NC","28033","P O Box 1803","","Shelby","NC","28151","(704)460-4072","(704)481-7817","FCL-036-024","971258","Active",3
"Gaston","Synergy Family Care",6,"Synergy Family Care, LLC","705 South Weldon Street","Gastonia","NC","28052","10116 Baxter Caldwell Dr","","Charlotte","NC","28213","(704)396-6195","(704)943-0547","FCL-036-032","971485","Active",3
"Gaston","Walden Pond Care Home",6,"Harris Enterprises of NC, Inc","101 Olde Coach Lane","Cherryville","NC","28021","P O Box 1803","","Shelby","NC","28151","(704)435-8282","(704)481-7817","FCL-036-025","921300","Active",4
"Granville","Davis Family Care Home",5,"Dominica Davis","408 Mimosa Street","Oxford","NC","27565","408 Mimosa Street","","Oxford","NC","27565","(919)603-9644","","FCL-039-011","100521","Active",2
"Granville","Dependable Family Care Home",5,"Dependable Nursing Services Inc.","617 Raleigh Street","Oxford","NC","27565","617 Raleigh Street","","Oxford","NC","27565","(919)693-5051","(919)693-5051","FCL-039-016","140001","New",0
"Granville","Harris Home",5,"Ila Harris","1017 Highway 158","Rougemont","NC","27572","1017 Highway 158","","Rougemont","NC","27572","(919)693-7591","","FCL-039-002","920507","Active",4
"Granville","Londyn's Bridge",6,"Calvin Harris, Jr","1307 Raleigh Road","Oxford","NC","27565","P.O. Box 355","","Oxford","NC","27565","(919)603-0664","(919)690-0814","FCL-039-017","170198","Active",0
"Granville","S & J Family Care Home",4,"Janice P. Thornton","308 Person Street","Oxford","NC","27565","308 Person Street","","Oxford","NC","27565","(919)339-4125","(919)339-4114","FCL-039-006","921050","Active",3
"Granville","The Zion",4,"Carolyn D. Newell","2173 Fort Creek Road","Franklinton","NC","27525","PO Box 206","","Louisburg","NC","27549","(919)612-5972","(919)496-2375","FCL-039-013","120608","Active",3
"Greene","Carrie's Family Care Home",6,"Leychia Gamble Patterson","1025 Pope Farm Rd","Stantonsburg","NC","27833","P.O. Box 393","","LaGrange","NC","28551","(252)238-6559","(252)238-6559","FCL-040-006","060451","Active",3
"Greene","Edwards Family Care Home",6,"Alexine Edwards McCollum, RN, MSN & Thomas McCollum, RN, BSN","710 West Harper Street","Snow Hill","NC","28580","PO Box 295","","Snow Hill","NC","28580","(252)747-4000","(252)747-2602","FCL-040-003","970479","Active",3
"Greene","Miller's Family Care Home # 2",6,"Thomas McCollum, Jr.","500 Free Gospel Road","Snow Hill","NC","28580","PO Box 5001","","Kinston","NC","28503","(919)491-1085","(   )   -","FCL-040-010","944564","Active",3
"Greene","Sozo Family Care Home",6,"Sozo Family Care Home, Inc","2757 Mewborn Church Road","Snow Hill","NC","28580","2757 Mewborn Church Road","","Snow Hill","NC","28580","(252)747-3008","(252)747-3123","FCL-040-009","080236","Active",3
"Guilford","Benbow Manor",6,"B & R Management & Associates, Inc","1403 South Benbow Road","Greensboro","NC","27406","PO Box 21693","","Greensboro","NC","27420","(336)273-0029","(800)887-5966","FCL-041-043","920085","Active",4
"Guilford","Bennett's Family Care Home",6,"Bennett's Family Care Services, Inc.","3221 Edenwood Drive","Greensboro","NC","27406","P O Box 3325","","Greensboro","NC","27402-3325","(336)379-0999","(336)887-0493","FCL-041-002","920088","Active",3
"Guilford","Bennett's Family Care Home #2",6,"Bennett's Family Care Services, Inc.","804 Bales Chapel Road","Jamestown","NC","27282","P.O. Box 3325","","Greensboro","NC","27402-3325","(336)454-8301","(336)887-0493","FCL-041-029","920087","Active",2
"Guilford","Cinnamon Ridge",6,"Cinnamon Ridge Group, Inc","3211 Groometown Road","Greensboro","NC","27407","3211 Groometown Road","","Greensboro","NC","27407","(336)855-5913","(336)855-5913","FCL-041-038","920221","Active",4
"Guilford","El Bethel Family Care Home",6,"Clegail Professional Services, LLC","204 Circle Drive","Gibsonville","NC","27249","5635 Hornaday Road","Unit #D","Greensboro","NC","27409","(336)825-7223","(336)524-6353","FCL-041-077","110098","New",0
"Guilford","Guilford Adult Care #1",6,"Guilford Adult Care, Inc","2322 Newton Street","Greensboro","NC","27406","PO Box 5522","","Greensboro","NC","27435","(336)294-5890","(336)294-5890","FCL-041-012","920402","Active",4
"Guilford","Guilford Adult Care #2",5,"Guilford Adult Care, Inc","801 Lowdermilk Street","Greensboro","NC","27401","P.O. Box 5522","","Greensboro","NC","27435","(336)273-2383","(336)273-2383","FCL-041-018","920731","Active",3
"Guilford","L & L Family Care Home",6,"Diane C. Lucas","1215 Moody Street","Greensboro","NC","27401","1215 Moody Street","","Greensboro","NC","27401","(336)274-1316","(336)274-1316","FCL-041-015","920640","Active",3
"Guilford","Liggins Family Care",4,"Liggins Family Care, Inc","5231 Hopkins Road","Brown Summit","NC","27214-9448","1706 Rayston Dr","","Greensboro","NC","27405","(336)392-7137","(336)272-6359","FCL-041-030","940677","Active",4
"Guilford","Liggins Family Care Blair-Khazan Center",2,"Liggins Family Care, Inc.","2007 Blair-Khazan Drive","Greensboro","NC","27405-4380","1706 Rayston Drive","","Greensboro","NC","27405","(336)275-7328","(336)272-6359","FCL-041-069","050290","Active",4
"Guilford","Liggins Family Care Woodmere Center",6,"Liggins Family Care, Inc.","1706 Rayston Drive","Greensboro","NC","27405-5243","1706 Rayston Dr","","Greensboro","NC","27405","(336)392-7137","(336)272-6359","FCL-041-071","990457","Active",4
"Guilford","New Vision",5,"Thomas R. & Rochelle Woodson","8 Crite Court","Greensboro","NC","27405","8 Crite Court","","Greensboro","NC","27405","(336)317-9226","(336)621-9721","FCL-041-035","960667","Active",3
"Guilford","Pear Manor",6,"Pear Manor, Incorporated","2521 Pear Street","Greensboro","NC","27401","PO Box 21693","","Greenboro","NC","27420","(336)558-8411","(800)887-5966","FCL-041-067","080843","Active",4
"Guilford","Pulliam Family Care Home",6,"Mary E. Pulliam","809 West Minneola Road","Gibsonville","NC","27249","809 West Minneola Street","","Gibsonville","NC","27249","(336)449-5418","(336)447-4312","FCL-041-031","930973","Active",3
"Guilford","Watlington Family Care Home #2",6,"Romulus T. and Bonnie Watlington","2014 Willow Road","Greensboro","NC","27406","1401 Sherrod-Watlington Circle","","Greensboro","NC","27406","(336)574-2584","(336)574-2584","FCL-041-034","960493","Active",4
"Guilford","Watlington's Family Care Home",6,"Romulus T. and Bonnie Watlington","1801 Britton Street","Greensboro","NC","27406","1401 Sherrod-Watlington Circle","","Greensboro","NC","27406","(336)254-9662","(336)270-6035","FCL-041-026","921311","Active",3
"Guilford","Westdale Manor",6,"B & R Management & Associates, Inc","303 West Dale Place","Greensboro","NC","27403","PO Box 21693","","Greensboro","NC","27420","(336)292-3852","(336)275-5696","FCL-041-027","921321","Active",3
"Halifax","Magnolia Gardens Senior Care",6,"Magnolia Gardens, Inc.","829 Roanoke Avenue","Roanoke Rapids","NC","27870","P O Box 2042","","Roanoke Rapids","NC","27870","(252)308-1743","(252)533-1283","FCL-042-002","956980","Active",4
"Harnett","Absolute Care Family Care Home",6,"Above and Beyond Expectations, LLC","431 Junny Road","Angier","NC","27501","431 Junny Road","","Angier","NC","27501","(919)639-5500","(919)639-5504","FCL-043-034","960004","Active",3
"Harnett","Freedom Care Services #3",6,"Freedom Care Services, LLC","10183 HWY 210 N","Angier","NC","27501","136 Clearwater Drive","","Smithfield","NC","27577","(919)331-2420","(919)331-2420","FCL-043-035","090803","Ownership Changed",3
"Henderson","Fletcher View Inn",6,"Fletcher View, LLC","51 Fletcher View Drive","Fletcher","NC","28732","42 Pleasant Meadow Lane","","Hendersonville","NC","28792","(828)684-5414","(828)684-2107","FCL-045-098","970069","Active",4
"Henderson","Just In Time Family Care Homes - Unit 1",6,"Geraldine Gschlecht","226 Kendrick Court","Flat Rock","NC","28731","PO Box 564","","East Flat Rock","NC","28726-0564","(828)693-5179","(828)693-5179","FCL-045-110","970878","Active",4
"Henderson","Just In Time Family Care Homes - Unit 2",6,"Geraldine Gschlecht","254 Kendrick Court","Flat Rock","NC","28731","PO Box 564","","East Flat Rock","NC","28726-0564","(828)692-9683","(828)974-4172","FCL-045-111","970877","Active",4
"Henderson","Kay Family Care Home",6,"Kay FCH, LLC","337 Overlook Terrace","Hendersonville","NC","28739-4658","337 N. Overlook Terrace","","Hendersonville","NC","28739-4658","(828)692-8402","(828)692-8402","FCL-045-104","010422","Active",4
"Henderson","Soundview Assisted Living # 3",6,"Soundview Family Care Homes, Inc","178 Kendrick Court","Flat Rock","NC","28731","P.O. Box 272","","East Flat Rock","NC","28726-0272","(828)698-5938","(828)694-1147","FCL-045-118","970879","Active",4
"Henderson","Soundview Family Care Homes - Unit A",6,"Soundview Family Care Homes, Inc.","70 Oxbow Lane","Flat Rock","NC","28731","P O Box 272","","E. Flat Rock","NC","28726-0272","(828)696-2696","(828)694-1147","FCL-045-082","970873","Active",4
"Henderson","Soundview Family Care Homes - Unit B",6,"Soundview Family Care Homes, Inc.","32 Oxbow Lane","Flat Rock","NC","28731","P.O. Box 272","","East Flat Rock","NC","28726-0272","(828)696-2598","(828)694-1147","FCL-045-080","980927","Active",3
"Henderson","Soundview Family Care Homes - Unit C",6,"Soundview Family Care Homes, Inc.","247 Kendrick Court","Flat Rock","NC","28731","PO Box 272","","E. Flat Rock","NC","28726-0272","(828)694-3936","(828)694-1147","FCL-045-081","980928","Active",4
"Henderson","Soundview Family Care Homes - Unit D",6,"Soundview Family Care Homes, Inc.","43 Oxbow Lane","Flat Rock","NC","28731","PO Box 272","","East Flat Rock","NC","28726-0272","(828)697-1456","(828)694-1147","FCL-045-088","970869","Active",4
"Henderson","Soundview Family Care Homes - Unit E",6,"Soundview Family Care Homes, Inc.","69 Oxbow Lane","Flat Rock","NC","28731","PO Box 272","","E. Flat Rock","NC","28726-0272","(828)698-0688","(828)694-1147","FCL-045-087","970870","Active",4
"Henderson","Soundview Family Care Homes Unit F",6,"Soundview Family Care Homes, Inc.","24 East Monet Court","Flat Rock","NC","28731","P O Box 272","","East Flat Rock","NC","28726-0272","(828)696-0757","(828)694-1147","FCL-045-091","970871","Active",4
"Henderson","Soundview Family Care Homes Unit M",6,"Soundview Family Care Homes, Inc","151 Kendrick Court","Flat Rock","NC","28731","P O Box 272","","East Flat Rock","NC","28726-0272","(828)693-1217","(828)694-1147","FCL-045-101","970868","Active",4
"Henderson","Soundview Family Care Homes Unit N",6,"Soundview Family Care Homes, Inc","15 East Monet Court","Flat Rock","NC","28731","P.O. Box 272","","East Flat Rock","NC","28726","(828)696-1600","(828)694-1147","FCL-045-102","980925","Active",4
"Henderson","Soundview Family Care Homes Unit O",6,"Soundview Family Care Homes Inc","34 West Monet Court","Flat Rock","NC","28731","PO Box 272","","East Flat Rock","NC","28726-0272","(828)697-2759","(828)694-1147","FCL-045-103","980926","Active",4
"Henderson","Tore's Home # 22",6,"Tore's Home, Inc","41 Tore's Drive","East Flat Rock","NC","28726","PO Box 349","","Brevard","NC","28712","(828)513-5076","(828)966-3886","FCL-045-127","120448","Active",0
"Henderson","Tore's Home Henderson # 21",6,"Tore's Home, Inc.","2408 Spartanburg Hwy","East Flat Rock","NC","28726","PO Box 362","","Brevard","NC","28712","(828)513-5002","(828)886-5007","FCL-045-122","120447","Active",3
"Henderson","Willow Springs Assisted Living #2",6,"Tammy McDonald Tate","1310 Hebron Street","Hendersonville","NC","28739","1310 Hebron Street","","Hendersonville","NC","28739","(828)692-4500","(828)692-4500","FCL-045-114","960482","Active",3
"Hertford","Carver Manor",6,"Willie O. Boone","208 Washington Road","Murfreesboro","NC","27855","208 Washington Road","","Murfreesboro","NC","27855","(252)398-4468","(252)398-4468","FCL-046-002","920184","Active",4
"Hertford","Confidence Builders II",5,"Carolyn Hall","1135 A Ahoshie-Colfied Road","Cofield","NC","27922","1561 Tyler Road","","Rich Square","NC","27869","(252)506-3361","(252)344-3666","FCL-046-030","160104","Active",0
"Hertford","Cypress Landing Family Care Home",4,"Mable P. White","622 Cullen Road","Harrellsville","NC","27942","622 Cullen Road","","Harrellsville","NC","27942","(252)356-2260","(252)356-2260","FCL-046-029","030420","Active",3
"Hertford","DeLoatch's Rest Villa II",5,"Shirley Deloatch & Jenell Deloatch","104 E. Lewistown Road","Murfreesboro","NC","27855","104 E. Lewistown Road","","Murfreesboro","NC","27855","(252)398-3662","(252)398-5690","FCL-046-005","920300","Active",4
"Hertford","Deloatch's Rest Villa I",6,"Shirley Deloatch & Jenell Deloatch","104 E. Lewistown Road","Murfreesboro","NC","27855","104 E. Lewistown Road","","Murfreesboro","NC","27855","(252)398-3662","(252)398-5690","FCL-046-004","920304","Active",4
"Hertford","Douglas Family Care Home",4,"Carrie Douglas","1439 US 13 S","Ahoskie","NC","27910","151 S Williford Road","","Ahoskie","NC","27910","(252)513-8120","(252)358-5068","FCL-046-028","120528","Active",4
"Hertford","Hall's Family Care Home",5,"Sylvia Hall","201 Main Street","Winton","NC","27986","PO Box 405","","Winton","NC","27986","(252)358-4445","(252)332-5099","FCL-046-006","920495","Active",3
"Hertford","Murfreesboro Family Care Home",3,"Katie V. Parker","218 US 158-258 BUS","Murfreesboro","NC","27855","P.O. Box 437","","Murfreesboro","NC","27855","(252)398-3264","","FCL-046-012","920836","Active",3
"Hertford","Stephenson Family Care Home",5,"Gilda S. Robertson","316 East Richard Street","Ahoskie","NC","27910","316 East Richard Street","","Ahoskie","NC","27910","(252)513-8142","(252)513-8142","FCL-046-021","090474","Active",3
"Hertford","Sure Promise Family Care Home",4,"Katie Armstrong","222 W. Saluda Hall Road","Ahoskie","NC","27910","222 W. Saluda Hall Road","","Ahoskie","NC","27910","(252)332-5201","(252)209-6026","FCL-046-023","090554","Active",4
"Hertford","Sure Promise Family Care Home II",3,"Katie S. Armstrong","240 Ahoskie-Cofield Road","Ahoskie","NC","27910","222 West Saluda Hall Road","","Ahoskie","NC","27910","(252)332-5201","","FCL-046-026","120556","Active",4
"Hertford","Weaver's Pine View Home #2",6,"Virginia Weaver & Ruby J Weaver","144 West Lewistown Road","Murfreesboro","NC","27855","144 West Lewistown Road","","Murfreesboro","NC","27855","(252)398-4487","(252)398-4824","FCL-046-014","921314","Active",3
"Hertford","Weaver's Pineview Home",6,"Virginia Weaver & Janice A Weaver","142 West Lewistown Road","Murfreesboro","NC","27855","142 West Lewistown Road","","Murfreesboro","NC","27855","(252)398-4824","(252)398-4824","FCL-046-013","921315","Active",4
"Hertford","You're In Our Care",4,"Shanta Lenese Harrell","106 Holloman Avenue","Ahoskie","NC","27910","1219 N Catherine Street","","Ahoskie","NC","27910","(252)513-8230","(252)513-8230","FCL-046-025","120375","Active",4
"Hoke","Bonney Lane Family Care Home",4,"Subtle Living LLC","183 Bonney Lane","Fayetteville","NC","28306","7508 Wilkins Drive","","Fayetteville","NC","28311","(910)568-4374","(910)568-4374","FCL-047-013","160164","New",0
"Johnston","Country Wood #4",4,"Country Wood Family Care, LLC","167 Saleen Drive","Willow Spring","NC","27592","PO Box 27063","","Raleigh","NC","27611","(919)756-8144","(919)800-3182","FCL-051-054","100505","Active",1
"Johnston","Countrywood II",6,"Country Wood Family Care, LLC","300 Sharpe Street","Selma","NC","27576","PO Box 27063","","Raleigh","NC","27611-8923","(919)351-0648","(919)800-3182","FCL-051-049","922430","Active",4
"Johnston","Hester Family Care Home",6,"Progressive Care of Princeton LLC","154 Haven Lane","Princeton","NC","27569","160 Haven Lane","","Princeton","NC","27569","(919)936-5951","(919)936-1461","FCL-051-051","920538","Active",4
"Johnston","Kingdom Family Care Home",3,"Shelleatha Glenn, Monica Glenn, and Marvietta Foster","11062 Hwy 50 N","Benson","NC","27504","7440 Cornwallis Road","","Garner","NC","27529","(919)902-2297","(919)902-2297","FCL-051-064","160422","Active",3
"Johnston","Pandora Family Care Home",6,"June Akinyi Oburu","924 Hobbs Street","Clayton","NC","27520-2933","1650 Brownairs Lane","","Raleigh","NC","27610","(919)673-4076","","FCL-051-063","160177","New",0
"Johnston","Passionate Care Family Care Home",5,"Passionate Care Group LLC","3181 HWY 70","Smithfield","NC","27577","3181 HWY 70","","Smithfield","NC","27577","(919)934-2425","(919)359-1934","FCL-051-040","090579","Active",4
"Johnston","Pioneer Healthcare #4",6,"Pioneer Healthcare, Inc.","2510 Sanders Road","Willow Springs","NC","27592","306 Lumpkin Blvd","","Louisburg","NC","27549","(919)756-8137","(919)756-8137","FCL-051-061","150163","Active",3
"Johnston","The Haven at Garner",6,"The Haven at Garner, LLC","181 Kaspurr Drive","Garner","NC","27529","109 Breckenridge Drive","","Garner","NC","27529","(257)413-7599","","FCL-051-062","160168","Active",0
"Johnston","The Villas @ Benson I",6,"The Villas @ Benson 1, Inc.","606 E. Morris Avenue - Building 1","Benson","NC","27504","1801 St. Albans Drive","Suite G","Raleigh","NC","27609","(919)207-3805","(919)876-4946","FCL-051-056","941212","Active",0
"Johnston","The Villas @ Benson II",6,"The Villas @ Benson II, Inc.","606 East Morris Avenue - Building # 2","Benson","NC","27504","1801 St Albans Drive","Suite G","Raleigh","NC","27609","(919)207-2103","(919)876-4946","FCL-051-058","941213","Active",0
"Johnston","The Villas @ Benson V",6,"The Villas @ Benson V, Inc.","606 E. Morris Avenue Building 5","Benson","NC","27504","1801 St Albans Drive","Suite G","Raleigh","NC","27609","(919)207-2367","(919)876-4946","FCL-051-059","921216","Active",0
"Johnston","The Villas @ Benson VII",6,"The Villas @ Benson VII, Inc.","606 E. Morris Avenue - Building 7","Benson","NC","27504","1801 St. Albans Drive","Suite G","Raleigh","NC","27609","(919)207-2689","(919)876-4946","FCL-051-057","920875","New",0
"Johnston","Ultimate Family Care Home",6,"Ultimate Family Care Home, Inc.","817 South Second Street","Smithfield","NC","27577","817 South Second Street","","Smithfield","NC","27577","(919)880-3144","(919)550-2163","FCL-051-038","080458","Active",3
"Johnston","Ultimate Family Care Home # 4",5,"Ultimate Family Care Home, Inc","144 Big Pine Road","Clayton","NC","27610","817 South Second Street","","Smithfield","NC","27577","(919)880-3144","(919)550-2163","FCL-051-050","110876","Active",2
"Jones","Magnolia Cottage Care Bldg #1",6,"Magnolia Cottage Care, LLC","5643 Hwy 70","Dover","NC","28526","5609 Hwy 70","","Dover","NC","28526","(252)559-5017","(252)523-3355","FCL-052-004","010349","Active",4
"Jones","Magnolia Cottage Care Bldg #2",6,"Magnolia Cottage Care, LLC","5643 Hwy 70","Dover","NC","28526","5609 Hwy 70","","Dover","NC","28526","(252)523-0096","(252)523-3355","FCL-052-006","050490","Active",4
"Jones","Magnolia Cottage Care Bldg #3",6,"Magnolia Cottage Care LLC","5643 Hwy 70","Dover","NC","28526","5609 Hwy 70","","Dover","NC","28526","(252)559-1131","(252)523-3355","FCL-052-007","110822","Active",4
"Lee","Impact Family Care Home",6,"Syvilla Pristell","211 Red Holly Drive","Sanford","NC","27330","PO Box 18125","","Greensboro","NC","27419","(919)842-0065","(   )   -","FCL-053-014","030172","Active",4
"Lee","Leak's Adult Family Care",6,"Crinford Leak","316 Globe Street","Sanford","NC","27330","PO Box 606","","Sanford","NC","27330","(919)774-8149","(919)777-0223","FCL-053-013","920639","Active",3
