OBJECTID,ID,NAME,TELEPHONE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,DIRECTIONS,EMERGTITLE,EMERGTEL,EMERGEXT,CONTDATE,CONTHOW,GEODATE,GEOHOW,HSIPTHEMES,NAICSCODE,NAICSDESCR,GEOLINKID,X,Y,ST_VENDOR,ST_VERSION,GEOPREC,PHONELOC,QC_QA,WEBSITE,FCODE,GNIS_ID,SOURCE,GOVT_LEVEL,TOT_STAFF,SPEC_EQUIP,SDR
2651,11612843,BERTIE COUNTY HEALTH DEPARTMENT ALBEMARLE DISTRICT,252-794-5379,102 RHODES AVENUE, ,WINDSOR,NC,27983,9656,BERTIE,37015, , , , ,2009-12-15T00:00:00.000Z,PHONE,2009-12-15T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,90924019,-76.9300632,35.9891562,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS, ,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
2654,11612854,CATAWBA COUNTY PUBLIC HEALTH DEPARTMENT,828-695-5800,3070 11TH AVENUE DRIVE SOUTHEAST, ,HICKORY,NC,28602,8336,CATAWBA,37035, , , , ,2009-12-15T00:00:00.000Z,PHONE,2009-12-15T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,125102538,-81.2703234,35.712911,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,WWW.CATAWBACOUNTYNC.GOV/PHEALTH,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
2678,11612857,CHOWAN COUNTY HEALTH DEPARTMENT,252-482-6003,100 FREEMASON CIRCLE, ,EDENTON,NC,27932, ,CHOWAN,37041, , , , ,2009-12-15T00:00:00.000Z,PHONE,2009-12-15T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,90921540,-76.6129276,36.0655007,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS, ,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
2690,11612848,CABARRUS HEALTH ALLIANCE,704-920-1000,1307 SOUTH CANNON BOULEVARD, ,KANNAPOLIS,NC,28083,6232,CABARRUS,37025, , , , ,2009-12-15T00:00:00.000Z,PHONE,2009-12-15T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,28202252,-80.6088687,35.4767813,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.CABARRUSHEALTH.ORG/,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
2713,11612870,GASTON COUNTY HEALTH DEPARTMENT,704-853-5260,991 WEST HUDSON BOULEVARD, ,GASTONIA,NC,28052,6430,GASTON,37071, , , , ,2009-12-16T00:00:00.000Z,PHONE,2009-12-16T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,28224694,-81.2035711,35.2341596,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,WWW.CO.GASTON.NC.US/HEALTHDEPT,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
2764,11612868,FORSYTH COUNTY DEPARTMENT OF PUBLIC HEALTH,336-703-3100,799 NORTH HIGHLAND AVENUE, ,WINSTON-SALEM,NC,27101,4206,FORSYTH,37067, , , , ,2009-11-25T00:00:00.000Z,PHONE,2009-11-25T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,17053464,-80.2322872,36.1040266,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.CO.FORSYTH.NC.US/PUBLICHEALTH/,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
2787,11612934,MARTIN-TYRRELL-WASHINGTON DISTRICT HEALTH DEPARTMENT,252-793-3023,198 NC HIGHWAY 45 NORTH, ,PLYMOUTH,NC,27962,9232,WASHINGTON,37187, , , , ,2009-12-01T00:00:00.000Z,PHONE,2009-12-02T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,108622654,-76.6930134,35.8748078,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.MTWDISTRICTHEALTH.ORG/,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
2791,11612849,CALDWELL COUNTY HEALTH DEPARTMENT,828-426-8400,2345 MORGANTON BOULEVARD SOUTHWEST, ,LENOIR,NC,28645,4973,CALDWELL,37027, , , , ,2009-11-30T00:00:00.000Z,PHONE,2009-11-30T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,125306474,-81.5724211,35.8919974,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.CALDWELLCOUNTYNC.ORG/CALDWELL-COUNTY-NC-DEPARTMENTS/HEALTH-DEPARTMENT-2/,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
2804,11612902,PASQUOTANK COUNTY HEALTH DEPARTMENT,252-338-4400,711 ROANOKE AVENUE, ,ELIZABETH CITY,NC,27909,5643,PASQUOTANK,37139, , , , ,2009-12-01T00:00:00.000Z,PHONE,2009-12-01T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,746726336,-76.2283276,36.2878892,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS, ,80028, ,TECHNIGRAPHICS,LOCAL,0, , 
2805,11612932,ALBEMARLE REGIONAL HEALTH SERVICES,252-338-4400,711 ROANOKE AVENUE, ,ELIZABETH CITY,NC,27909,5643,PASQUOTANK,37139, , , , ,2009-12-01T00:00:00.000Z,PHONE,2009-12-01T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,746726336,-76.2283265,36.287888,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,WWW.ARHS-NC.ORG,80028, ,TECHNIGRAPHICS,LOCAL,0, , 
2806,11612933,APPALACHIAN DISTRICT HEALTH DEPARTMENT,828-264-4995,126 POPLAR GROVE CONNECTOR, ,BOONE,NC,28607,5915,WATAUGA,37189, , , , ,2009-12-01T00:00:00.000Z,PHONE,2009-12-01T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,109846430,-81.693101,36.2198313,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.APPHEALTH.COM/INDEX_ADHD.PHP,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
2874,11612867,EDGECOMBE COUNTY HEALTH DEPARTMENT,252-641-7531,2909 MAIN STREET, ,TARBORO,NC,27886,1920,EDGECOMBE,37065, , , , ,2009-11-25T00:00:00.000Z,PHONE,2009-11-25T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,116052496,-77.5580292,35.9251587,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.EDGECOMBECOUNTYNC.GOV/HEALTH/HEALTH.ASPX,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
2875,11612908,RANDOLPH COUNTY HEALTH DEPARTMENT,336-318-6200,2222B SOUTH FAYETTEVILLE STREET, ,ASHEBORO,NC,27205,7368,RANDOLPH,37151, , , , ,2009-11-25T00:00:00.000Z,PHONE,2009-11-30T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,102411686,-79.8238851,35.6757058,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.CO.RANDOLPH.NC.US/PUBLIC_HEALTH/DEFAULT.HTM,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
2876,11612930,YADKIN COUNTY HEALTH DEPARTMENT,336-679-4203,217 EAST WILLOW STREET, ,YADKINVILLE,NC,27055, ,YADKIN,37197, , , , ,2009-11-25T00:00:00.000Z,PHONE,2009-11-25T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,102470813,-80.6574466,36.1327117,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.YADKINCOUNTYNC.GOV/CONTENT/VIEW/13/321/,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
2883,11612923,WAKE COUNTY HUMAN SERVICES,919-250-4516,10 SUNNYBROOK ROAD,SUNNYBROOK BUILDING,RALEIGH,NC,27610,1808,WAKE,37183, , , , ,2009-11-25T00:00:00.000Z,PHONE,2009-11-25T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,17109901,-78.5865384,35.7863964,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.WAKEGOV.COM/HUMANSERVICES/LOCATIONS/SUNNYBROOK.HTM,80028, ,TECHNIGRAPHICS,LOCAL,0, , 
2891,11612887,LEE COUNTY PUBLIC HEALTH,919-718-4640,106 HILLCREST DRIVE, ,SANFORD,NC,27330,4021,LEE,37105, , , , ,2009-11-25T00:00:00.000Z,PHONE,2009-11-30T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,102604667,-79.1854021,35.4777483,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.LEECOUNTYNC.GOV/DEPARTMENTS/PUBLICHEALTH/TABID/112/DEFAULT.ASPX,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
2902,11612863,DAVIDSON COUNTY HEALTH DEPARTMENT,336-242-2300,915 GREENSBORO STREET, ,LEXINGTON,NC,27292,2699,DAVIDSON,37057, , , , ,2009-11-25T00:00:00.000Z,PHONE,2009-11-25T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,102514262,-80.2427679,35.8330491,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,WWW.CO.DAVIDSON.NC.US/HEALTH,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
2907,11612929,WILSON COUNTY HEALTH DEPARTMENT,252-291-5470,1801 GLENDALE DRIVE, ,WILSON,NC,27893,4401,WILSON,37195, , , , ,2009-11-25T00:00:00.000Z,PHONE,2009-11-25T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,102532716,-77.9447847,35.7165579,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.WILSON-CO.COM/INDEX.ASPX?NID=85,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
2908,11612833,STOKES FAMILY HEALTH CENTER,336-593-2400,1009 MAIN STREET, ,DANBURY,NC,27016, ,STOKES,37169, , , , ,2009-11-25T00:00:00.000Z,PHONE,2009-11-25T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,125364475,-80.2176497,36.4127282,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.CO.STOKES.NC.US/HEALTH/,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
2911,11612850,CAMDEN COUNTY HEALTH DEPARTMENT,252-338-4460,160 UNITED STATES HIGHWAY 158,BUILDING B,CAMDEN,NC,27921, ,CAMDEN,37029, , , , ,2009-11-30T00:00:00.000Z,PHONE,2009-12-01T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,123633926,-76.165388,36.3347742,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,WWW.ARHS-NC.ORG,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
2915,11612852,CASWELL COUNTY HEALTH DEPARTMENT,336-694-4129,189 COUNTY PARK ROAD, ,YANCEYVILLE,NC,27379,9755,CASWELL,37033, , , , ,2009-11-30T00:00:00.000Z,PHONE,2009-11-30T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,102924801,-79.3349396,36.4062312,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://CCHD.CASWELLNC.US/INDEX2.HTML,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
2916,11612862,CURRITUCK COUNTY HEALTH DEPARTMENT,252-232-2271,2795 CARATOKE HIGHWAY, ,CURRITUCK,NC,27929,9609,CURRITUCK,37053, , , , ,2009-11-30T00:00:00.000Z,PHONE,2009-11-30T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,128073926,-76.0224734,36.4538429,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,WWW.ARHS-NC.ORG,80028, ,TECHNIGRAPHICS,LOCAL,0, , 
2920,11612847,GRANVILLE COUNTY HEALTH DEPARTMENT,919-693-2141,101 HUNT DRIVE, ,OXFORD,NC,27565,3414,GRANVILLE,37077, , , , ,2009-11-25T00:00:00.000Z,PHONE,2009-11-25T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,102921940,-78.5887548,36.309268,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.GVDHD.ORG/,80028, ,TECHNIGRAPHICS,LOCAL,0, , 
2929,11612840,ASHE COUNTY HEALTH DEPARTMENT,336-246-9449,413 MCCONNELL STREET, ,JEFFERSON,NC,28640,9772,ASHE,37009, , , , ,2009-11-25T00:00:00.000Z,PHONE,2009-11-25T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,124759872,-81.4787119,36.4170889,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.APPHEALTH.COM/ASHE/INDEX.PHP,80028, ,TECHNIGRAPHICS,LOCAL,0, , 
2934,11612834,BURKE COUNTY HEALTH DEPARTMENT,828-439-4400,700 EAST PARKER ROAD, ,MORGANTON,NC,28655,8177,BURKE,37023, , , , ,2009-11-30T00:00:00.000Z,PHONE,2009-11-30T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,118982208,-81.6493207,35.7260572,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,WWW.CO.BURKE.NC.US/HEALTH,80028, ,TECHNIGRAPHICS,LOCAL,0, , 
2948,11612911,ROCKINGHAM COUNTY DEPARTMENT OF PUBLIC HEALTH,336-342-8140,371 STATE HIGHWAY 65, ,REIDSVILLE,NC,27320, ,ROCKINGHAM,37157, , , , ,2009-11-25T00:00:00.000Z,PHONE,2009-11-25T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,102385651,-79.7509044,36.3916897,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,WWW.CO.ROCKINGHAM.NC.US/PUBLICHEALTH,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
2960,11612899,NORTHAMPTON COUNTY HEALTH DEPARTMENT,252-534-5841,9495 STATE HIGHWAY 305, ,JACKSON,NC,27845, ,NORTHAMPTON,37131, , , , ,2009-11-30T00:00:00.000Z,PHONE,2009-11-30T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,113344067,-77.4365176,36.4120519,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.NORTHAMPTONHD.COM/,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
2963,11612880,HERTFORD COUNTY PUBLIC HEALTH ATHORITY,252-358-7833,801 NORTH KING STREET, ,WINTON,NC,27986, ,HERTFORD,37091, , , , ,2009-11-25T00:00:00.000Z,PHONE,2009-11-25T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,90908430,-76.9331936,36.3975605,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,WWW.HERTFORDPUBLICHEALTH.COM,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
2966,11612855,CHATHAM COUNTY HEALTH DEPARTMENT,919-542-8215,80 EAST STREET, ,PITTSBORO,NC,27312,8635,CHATHAM,37037, , , , ,2009-11-25T00:00:00.000Z,PHONE,2009-11-25T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,102946834,-79.1760995,35.7193063,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,WWW.CHATHAMNC.ORG/PUBLICHEALTH,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
2967,11612877,HARNETT COUNTY HEALTH DEPARTMENT,910-893-7550,307 CORNELIUS HARNETT BOULEVARD, ,LILLINGTON,NC,27546,9335,HARNETT,37085, , , , ,2009-11-25T00:00:00.000Z,PHONE,2009-11-30T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,756765737,-78.8115457,35.4203502,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.HARNETT.ORG/HEALTH/,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
2969,11612888,LENOIR COUNTY HEALTH DEPARTMENT,252-526-4200,201 NORTH MCLEWEAN STREET, ,KINSTON,NC,28501,4949,LENOIR,37107, , , , ,2009-11-30T00:00:00.000Z,PHONE,2009-11-30T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,102646625,-77.5790553,35.2620363,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.CO.LENOIR.NC.US/HEALTH.HTML,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
