ID,NAME,ADDRESS,CITY,STATE,ZIP,ZIPP4,TELEPHONE,TYPE,STATUS,COUNTY,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE_DATE,WEBSITE,ALT_NAME,OWNERSHIP,BEDS,TRAUMA,HELIPAD,GEN_FACILITY_TYPE
2228078,NOVANT HEALTH HUNTERSVILLE MEDICAL CENTER,10030 GILEAD RD,HUNTERSVILLE,NC,28078,NOT AVAILABLE,(704) 316-4010,GENERAL ACUTE CARE,OPEN,MECKLENBURG,USA,35.40644418,-80.8602609,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,https://www.novanthealth.org/huntersville-medical-center.aspx,HUNTERSVILLE MEDICAL CENTER,NON-PROFIT,91,NOT AVAILABLE,Y,HOSPITAL
2128233,NOVANT HEALTH PRESBYTERIAN MEDICAL CENTER,200 HAWTHORNE LN,CHARLOTTE,NC,28233,NOT AVAILABLE,(704) 384-4000,GENERAL ACUTE CARE,OPEN,MECKLENBURG,USA,35.21183819,-80.82416444,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,https://www.novanthealth.org/presbyterian-medical-center.aspx,PRESBYTERIAN MEDICAL CENTER,NON-PROFIT,661,NOT AVAILABLE,Y,HOSPITAL
2027835,VIDANT MEDICAL CENTER,2100 STANTONSBURG RD,GREENVILLE,NC,27835,NOT AVAILABLE,(252) 847-4451,GENERAL ACUTE CARE,OPEN,PITT,USA,35.60786168,-77.40403107,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,https://www.vidanthealth.com/medicalcenter/default.aspx,NOT AVAILABLE,NON-PROFIT,909,LEVEL III,Y,HOSPITAL
1927573,PERSON MEMORIAL HOSPITAL,615 RIDGE RD,ROXBORO,NC,27573,NOT AVAILABLE,(336) 599-2121,GENERAL ACUTE CARE,OPEN,PERSON,USA,36.40845347,-78.98489524,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,http://www.personhospital.com,NOT AVAILABLE,NON-PROFIT,110,NOT AVAILABLE,Y,HOSPITAL
1828425,"PENDER MEMORIAL HOSPITAL, INC.",507 E FREMONT ST,BURGAW,NC,28425,NOT AVAILABLE,(910) 259-5451,GENERAL ACUTE CARE,OPEN,PENDER,USA,34.55066755,-77.91987507,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,http://www.pendermemorial.org,NOT AVAILABLE,GOVERNMENT - LOCAL,86,NOT AVAILABLE,Y,HOSPITAL
1728732,PARK RIDGE HOSPITAL,100 HOSPITAL DR,HENDERSONVILLE,NC,28732,NOT AVAILABLE,(828) 684-8501,GENERAL ACUTE CARE,OPEN,HENDERSON,USA,35.3900433,-82.48819301,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,http://www.parkridgehealth.org,NOT AVAILABLE,NON-PROFIT,103,NOT AVAILABLE,Y,HOSPITAL
1627874,OUR COMMUNITY HOSPITAL,921 JUNIOR HIGH RD,SCOTLAND NECK,NC,27874,NOT AVAILABLE,(252) 826-4144,GENERAL ACUTE CARE,OPEN,HALIFAX,USA,36.12914214,-77.42971866,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,http://www.och-bltc.org,NOT AVAILABLE,NON-PROFIT,100,NOT AVAILABLE,Y,HOSPITAL
1528541,ONSLOW MEMORIAL HOSPITAL,317 WESTERN BLVD,JACKSONVILLE,NC,28541,NOT AVAILABLE,(910) 577-2345,GENERAL ACUTE CARE,OPEN,ONSLOW,USA,34.76275933,-77.38498682,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,http://www.onslow.org,NOT AVAILABLE,GOVERNMENT - DISTRICT/AUTHORITY,162,NOT AVAILABLE,Y,HOSPITAL
1427030,NORTHERN HOSPITAL OF SURRY COUNTY,830 ROCKFORD ST,MOUNT AIRY,NC,27030,NOT AVAILABLE,(336) 719-7100,GENERAL ACUTE CARE,OPEN,SURRY,USA,36.48860409,-80.6121681,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,http://www.northernhospital.com,NOT AVAILABLE,GOVERNMENT - DISTRICT/AUTHORITY,133,NOT AVAILABLE,Y,HOSPITAL
1327704,NORTH CAROLINA SPECIALTY HOSPITAL,3916 BEN FRANKLIN BLVD,DURHAM,NC,27704,NOT AVAILABLE,(919) 956-9300,GENERAL ACUTE CARE,OPEN,DURHAM,USA,36.04303607,-78.89699467,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,http://www.ncspecialty.com,NOT AVAILABLE,PROPRIETARY,18,NOT AVAILABLE,NOT AVAILABLE,HOSPITAL
1227157,NORTH CAROLINA BAPTIST HOSPITAL,MEDICAL CENTER BLVD,WINSTON SALEM,NC,27157,NOT AVAILABLE,(336) 716-4750,GENERAL ACUTE CARE,OPEN,FORSYTH,USA,36.08964961,-80.26817483,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,http://www.wakehealth.edu/,NOT AVAILABLE,NON-PROFIT,872,LEVEL I,Y,HOSPITAL
1128401,NEW HANOVER REGIONAL MEDICAL CENTER,2228 S 17TH ST/FISCAL SERVICES,WILMINGTON,NC,28401,NOT AVAILABLE,(910) 343-7040,GENERAL ACUTE CARE,OPEN,NEW HANOVER,USA,34.20546384,-77.92128482,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,http://www.nhhn.org,NOT AVAILABLE,GOVERNMENT - LOCAL,769,LEVEL II,Y,HOSPITAL
1027804,NASH GENERAL HOSPITAL,2460 CURTIS ELLIS DR,ROCKY MOUNT,NC,27804,NOT AVAILABLE,(252) 443-8070,GENERAL ACUTE CARE,OPEN,NASH,USA,35.97615597,-77.85231081,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,http://www.nhcs.org,NOT AVAILABLE,GOVERNMENT - DISTRICT/AUTHORITY,353,NOT AVAILABLE,Y,HOSPITAL
928906,MURPHY MEDICAL CENTER,3990 E US HWY 64,MURPHY,NC,28906,NOT AVAILABLE,(828) 837-8161,GENERAL ACUTE CARE,OPEN,CHEROKEE,USA,35.0727129,-83.96666241,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,http://www.murphymedical.org,NOT AVAILABLE,NON-PROFIT,191,NOT AVAILABLE,Y,HOSPITAL
827401,MOSES CONE MEMORIAL HOSPITAL,1200 N ELM ST,GREENSBORO,NC,27401,NOT AVAILABLE,(336) 832-7000,GENERAL ACUTE CARE,OPEN,GUILFORD,USA,36.09088474,-79.78645738,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,http://www.conehealth.com/locations/moses-cone-hospital/,NOT AVAILABLE,NON-PROFIT,906,LEVEL II,NOT AVAILABLE,HOSPITAL
727288,MOREHEAD MEMORIAL HOSPITAL,117 E KINGS HWY,EDEN,NC,27288,NOT AVAILABLE,(336) 623-9711,GENERAL ACUTE CARE,OPEN,ROCKINGHAM,USA,36.49471631,-79.73944428,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,http://www.morehead.org,NOT AVAILABLE,NON-PROFIT,242,NOT AVAILABLE,Y,HOSPITAL
628801,MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CENTER,509 BILTMORE AVE,ASHEVILLE,NC,28801,NOT AVAILABLE,(828) 213-1111,GENERAL ACUTE CARE,OPEN,BUNCOMBE,USA,35.57657257,-82.54914322,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,http://www.missionhospitals.org,NOT AVAILABLE,NON-PROFIT,763,LEVEL II,Y,HOSPITAL
527103,NOVANT HEALTH MEDICAL PARK HOSPITAL,1950 S HAWTHORNE RD,WINSTON SALEM,NC,27103,NOT AVAILABLE,(336) 718-0600,GENERAL ACUTE CARE,OPEN,FORSYTH,USA,36.07894515,-80.29619446,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,http://www.novanthealth.org,NOT AVAILABLE,NON-PROFIT,22,NOT AVAILABLE,NOT AVAILABLE,HOSPITAL
427892,MARTIN GENERAL HOSPITAL,310 S MCCASKEY RD,WILLIAMSTON,NC,27892,NOT AVAILABLE,(252) 809-6179,GENERAL ACUTE CARE,OPEN,MARTIN,USA,35.8397907,-77.072254,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,http://www.martingeneral.com,NOT AVAILABLE,PROPRIETARY,49,NOT AVAILABLE,Y,HOSPITAL
327536,MARIA PARHAM MEDICAL CENTER,566 RUIN CREEK RD,HENDERSON,NC,27536,NOT AVAILABLE,(252) 436-1100,GENERAL ACUTE CARE,OPEN,VANCE,USA,36.33086506,-78.44944646,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,http://www.mariaparham.com,NOT AVAILABLE,NON-PROFIT,102,NOT AVAILABLE,Y,HOSPITAL
228791,MARGARET R. PARDEE MEMORIAL HOSPITAL,800 N JUSTICE ST,HENDERSONVILLE,NC,28791,NOT AVAILABLE,(828) 696-1000,GENERAL ACUTE CARE,OPEN,HENDERSON,USA,35.32031436,-82.46708042,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,http://www.pardeehospital.org,NOT AVAILABLE,GOVERNMENT - LOCAL,222,NOT AVAILABLE,Y,HOSPITAL
127216,ALAMANCE REGIONAL MEDICAL CENTER,1240 HUFFMAN MILL RD,BURLINGTON,NC,27216,NOT AVAILABLE,(336) 538-7450,GENERAL ACUTE CARE,OPEN,ALAMANCE,USA,36.06120389,-79.50224357,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,http://www.armc.com,NOT AVAILABLE,NON-PROFIT,238,NOT AVAILABLE,Y,HOSPITAL
129,WAKEMED APEX HEALTHPLEX,120 HEALTHPLEX WAY,APEX,NC,27502,NOT AVAILABLE,(919) 350-2300,GENERAL ACUTE CARE,OPEN,WAKE,USA,35.73892301,-78.86762252,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,http://www.wakemed.org/landing.cfm?id=759,NOT AVAILABLE,NOT AVAILABLE,12,NOT AVAILABLE,NOT AVAILABLE,HOSPITAL
128,NOVANT HEALTH BRUNSWICK MEDICAL CENTER,240 HOSPITAL DR NE,BOLIVIA,NC,28422,NOT AVAILABLE,(910) 721-1700,GENERAL ACUTE CARE,OPEN,BRUNSWICK,USA,34.03136121,-78.26144541,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,http://local.elitehearingnetwork.com/bolivia-nc-hearing-center.html,NOT AVAILABLE,NOT AVAILABLE,74,NOT AVAILABLE,NOT AVAILABLE,HOSPITAL
127,NEW HANOVER REGIONAL MEDICAL CENTER ORTHOPEDIC HOSPITAL,5301 WRIGHTSVILLE AVE,WILMINGTON,NC,28403,NOT AVAILABLE,(910) 452-8100,GENERAL ACUTE CARE,OPEN,NEW HANOVER,USA,34.21265039,-77.86266882,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2016-01-25T00:00:00.000Z,https://www.nhrmc.org/locations/nhrmc-orthopedic-hospital,CAPE FEAR HOSPITAL,NOT AVAILABLE,94,NOT AVAILABLE,NOT AVAILABLE,HOSPITAL
126,KERNERSVILLE MEDICAL CENTER-ER,1750 KERNERSVILLE MEDICAL PKWY,KERNERSVILLE,NC,27284,NOT AVAILABLE,(336) 564-4000,GENERAL ACUTE CARE,CLOSED,FORSYTH,USA,36.09096032,-80.04415038,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2015-05-16T00:00:00.000Z,https://www.novanthealth.org/kernersville-medical-center.aspx,NOT AVAILABLE,NON-PROFIT,100,NOT AVAILABLE,NOT AVAILABLE,HOSPITAL
37,WOMACK ARMY MEDICAL CENTER,2817 REILLY RD,FORT BRAGG,NC,28307,NOT AVAILABLE,(910) 907-6000,MILITARY,OPEN,CUMBERLAND,USA,35.14562624,-79.00217023,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2015-07-20T00:00:00.000Z,http://www.wamc.amedd.army.mil/,NOT AVAILABLE,GOVERNMENT - FEDERAL,110,NOT AVAILABLE,Y,HOSPITAL
13,NAVAL HOSPITAL CAMP LEJEUNE,100 BREWSTER BLVD,CAMP LEJEUNE,NC,28547,NOT AVAILABLE,(910) 450-4300,MILITARY,OPEN,ONSLOW,USA,34.72306625,-77.35805206,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,2015-07-20T00:00:00.000Z,http://www.med.navy.mil/sites/nhcl/Pages/default.aspx,NOT AVAILABLE,GOVERNMENT - FEDERAL,71,NOT AVAILABLE,Y,HOSPITAL
