FID,ID,SECCLASS,NAME,TELEPHONE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,DIRECTIONS,EMERGTITLE,EMERGTEL,EMERGEXT,CONTDATE,CONTHOW,GEODATE,GEOHOW,HSIPTHEMES,NAICSCODE,NAICSDESCR,GEOLINKID,X,Y,ST_VENDOR,ST_VERSION,GEOPREC,PHONELOC,QC_QA,WEBSITE,NPI,ENT_TYPE,ORGAN_NAME,PROVID_11,PROVID_12,PROVID_20,PROVID_21,PROVID_22,PROVID_23,PROVID_24,PROVID_25,PROVID_26,PROVID_27,PROVID_36,LASTUP_37,HEALTH_47,PROVID_48,PROVID_49,HEALTH_51,PROVID_52,PROVID_53,HEALTH_55,PROVID_56,PROVID_57,HEALTH_59,PROVID_60,PROVID_61,HEALTH_63,PROVID_64,PROVID_65,HEALTH_67,PROVID_68,PROVID_69,HEALTH_71,PROVID_72,PROVID_73,HEALTH_75,PROVID_76,PROVID_77,HEALTH_79,PROVID_80,PROVID_81,HEALTH_83,PROVID_84,PROVID_85,HEALTH_87,PROVID_88,PROVID_89,HEALTH_91,PROVID_92,PROVID_93,HEALTH_95,PROVID_96,PROVID_97,HEALTH_99,PROVID_100,PROVID_101,HEALTH_103,PROVID_104,PROVID_105
43260,11699228,UNCLASSIFIED,BOONE DRUG,828-355-3350,579 GREENWAY ROAD,SUITE 100,BOONE,NC,28607,4809,WATAUGA,37189, , , , ,2010-06-10T00:00:00.000Z,ALT REF,2010-06-10T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,109895754,-81.6692869,36.199299,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.BOONEDRUG.COM,1932245784,2,BOONE DRUGS INC DBA BOONE DRUG @ GREENWAY, , ,345 DEERFIELD RD, ,BOONE,NC,286075009,US,8282645212,8282640543,01/29/2007,06/16/2008,332B00000X, ,NC,333600000X, ,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
43263,11661081,UNCLASSIFIED,WAL-MART SUPERCENTER - 1849,336-377-2327,320 EAST HANES MILL ROAD, ,WINSTON SALEM,NC,27105,9135,FORSYTH,37067, , , , ,2010-06-02T00:00:00.000Z,ALT REF,2010-06-02T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,778411664,-80.2742041,36.1924824,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.WALMART.COM,1851318018,2,WAL-MART STORES EAST LP,WAL-MART PHARMACY,3,702 SW 8TH ST, ,BENTONVILLE,AR,727166209,US, , ,07/16/2006,01/26/2009,333600000X, , ,332B00000X, , ,3336C0003X,8029,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
43265,11689245,UNCLASSIFIED,BI-LO - 420,704-873-3553,1909 EAST BROAD STREET, ,STATESVILLE,NC,28625,4309,IREDELL,37097, , , , ,2010-06-07T00:00:00.000Z,ALT REF,2010-06-07T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,756474427,-80.851075,35.791859,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.BI-LO.COM,1316030778,2,"BI-LO, LLC.",BI-LO PHARMACY #420,3,PO BOX 99, ,MAULDIN,SC,296620099,US,8642132587,8642132503,09/30/2006,10/24/2007,332B00000X,8937,NC,3336C0003X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
43268,11688581,UNCLASSIFIED,RITE AID - 11494,704-598-8773,3716-J WEST WT HARRIS BOULEVARD, ,CHARLOTTE,NC,28269,8517,MECKLENBURG,37119, , , , ,2010-06-03T00:00:00.000Z,ALT REF,2010-06-03T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,16999742,-80.7940079,35.3348617,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.RITEAID.COM,1750482535,2,ECKERD CORPORATION,RITE AID PHARMACY 11494,3,200 NEWBERRY COMMONS, ,ETTERS,PA,173199363,US,7177612633,7179758659,09/26/2006,11/04/2009,332B00000X, , ,3336C0003X,8583,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
43269,11688720,UNCLASSIFIED,RITE AID - 11491,704-545-4455,9107 LAWYERS ROAD, ,MINT HILL,NC,28227,5145,MECKLENBURG,37119, , , , ,2010-06-03T00:00:00.000Z,ALT REF,2010-06-03T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,28182916,-80.689822,35.1882451,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.RITEAID.COM,1821199522,2,ECKERD CORPORATION,RITE AID PHARMACY 11491,3,200 NEWBERRY COMMONS, ,ETTERS,PA,173199363,US,7177612633,7179758659,09/26/2006,01/15/2010,332B00000X, , ,3336C0003X,8600,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
43271,11688522,UNCLASSIFIED,RITE AID - 11493,704-596-1034,5740 NORTH GRAHAM STREET, ,CHARLOTTE,NC,28269,4839,MECKLENBURG,37119, , , , ,2010-06-03T00:00:00.000Z,ALT REF,2010-06-03T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,135924054,-80.7966765,35.291086,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.RITEAID.COM,1093816852,2,ECKERD CORPORATION,RITE AID PHARMACY 11493,3,200 NEWBERRY COMMONS, ,ETTERS,PA,173199363,US,7177612633,7179758659,09/26/2006,11/04/2009,332B00000X, , ,3336C0003X,8574,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
43272,11641697,UNCLASSIFIED,NEIL MEDICAL GROUP,704-664-9600,947 NORTH MAIN STREET, ,MOORESVILLE,NC,28115,2355,IREDELL,37097, , , , ,2010-06-08T00:00:00.000Z,ALT REF,2010-06-08T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,102414288,-80.7957119,35.5876168,NAVTEQ,2009Q4,ONENTITY, ,TECHNIGRAPHICS, ,1497701098,2,"PHARM-SAVE, INC.",NEIL MEDICAL GROUP,3,947 N MAIN ST, ,MOORESVILLE,NC,281152355,US,7046649600,8005781672,05/25/2006,07/09/2007,3336L0003X,4780,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
43274,11687875,UNCLASSIFIED,RITE AID - 11489,704-567-0017,7115 EAST WT HARRIS BOULEVARD, ,CHARLOTTE,NC,28227,1009,MECKLENBURG,37119, , , , ,2010-06-03T00:00:00.000Z,ALT REF,2010-06-03T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,127865491,-80.7241638,35.2230128,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.RITEAID.COM,1255430484,2,ECKERD CORPORATION,RITE AID PHARMACY 11489,3,200 NEWBERRY COMMONS, ,ETTERS,PA,173199363,US,7177612633,7179758659,09/22/2006,01/12/2010,332B00000X, , ,3336C0003X,8587,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
43278,11687940,UNCLASSIFIED,RITE AID - 11469,704-332-9081,1415 NORTH WENDOVER ROAD, ,CHARLOTTE,NC,28205,7129,MECKLENBURG,37119, , , , ,2010-06-07T00:00:00.000Z,ALT REF,2010-06-07T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,28232354,-80.7914622,35.1973825,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.RITEAID.COM,1013016260,2,ECKERD CORPORATION,RITE AID PHARMACY 11469,3,200 NEWBERRY COMMONS, ,ETTERS,PA,173199363,US,7177612633,7179758659,09/22/2006,11/04/2009,332B00000X, , ,3336C0003X,8589,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
43280,11687356,UNCLASSIFIED,RITE AID - 11314,336-945-2106,6798 SHALLOWFORD ROAD, ,LEWISVILLE,NC,27023,9724,FORSYTH,37067, , , , ,2010-06-02T00:00:00.000Z,ALT REF,2010-06-02T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,17054837,-80.4295341,36.0942487,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.RITEAID.COM,1184723322,2,ECKERD CORPORATION,RITE AID PHARMACY 11314,3,200 NEWBERRY COMMONS, ,ETTERS,PA,173199363,US,7177612633,7179758659,09/22/2006,01/13/2010,332B00000X, , ,3336C0003X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
43283,11647766,UNCLASSIFIED,SUMMERFIELD PHARMACY,336-644-7058,4446 UNITED STATES HIGHWAY 220 NORTH,SUITE C,SUMMERFIELD,NC,27358, ,GUILFORD,37081, , , , ,2010-07-14T00:00:00.000Z,ALT REF,2010-07-14T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,17041878,-79.8894692,36.1888207,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.SUMMERFIELDRX.COM,1699734962,2,BROGDEN CORPORATION,SUMMERFIELD PHARMACY,3,4446-C HIGHWAY 220 NORTH, ,SUMMERFIELD,NC,273589414,US,3366447058,3366447297,03/23/2006,11/05/2008,333600000X,08993,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
43286,11687447,UNCLASSIFIED,RITE AID - 11438,704-892-9540,19400 WEST CATAWBA AVENUE, ,CORNELIUS,NC,28031,4000,MECKLENBURG,37119, , , , ,2010-06-07T00:00:00.000Z,ALT REF,2010-06-07T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,40503328,-80.8908688,35.4774836,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.RITEAID.COM,1700985041,2,ECKERD CORPORATION,RITE AID PHARMACY 11438,3,200 NEWBERRY COMMONS, ,ETTERS,PA,173199363,US,7177612633,7179758659,09/22/2006,11/03/2009,332B00000X, , ,3336C0003X,8616,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
43287,11687045,UNCLASSIFIED,RITE AID - 11337,336-996-6075,838 SOUTH MAIN STREET, ,KERNERSVILLE,NC,27284,3388,FORSYTH,37067, , , , ,2010-06-02T00:00:00.000Z,ALT REF,2010-06-02T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,778179126,-80.089767,36.1119881,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.RITEAID.COM,1447359666,2,ECKERD CORPORATION,RITE AID PHARMACY 11337,3,200 NEWBERRY COMMONS, ,ETTERS,PA,173199363,US,7177612633,7179758659,09/22/2006,01/29/2010,332B00000X, , ,3336C0003X,8683,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
43289,11711242,UNCLASSIFIED,WALGREENS - 12437,336-224-0424,1250 FAIRVIEW DRIVE, ,LEXINGTON,NC,27292,5332,DAVIDSON,37057, , , , ,2010-06-16T00:00:00.000Z,PHONE,2010-07-21T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,125462921,-80.260816,35.7863573,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.WALGREENS.COM,1215262597,2,WALGREEN CO,WALGREENS #12437,3,1901 E VOORHEES ST,M/S 790,DANVILLE,IL,618344509,US,2175548786, ,10/05/2009,03/08/2010,332B00000X, , ,3336C0003X, , ,333600000X,10463,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
43292,11687433,UNCLASSIFIED,RITE AID - 11495,704-948-0235,5811 PROSPERITY CHURCH ROAD, ,CHARLOTTE,NC,28269,1128,MECKLENBURG,37119, , , , ,2010-06-07T00:00:00.000Z,ALT REF,2010-06-07T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,28206424,-80.7850719,35.3724729,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.RITEAID.COM,1548369887,2,ECKERD CORPORATION,RITE AID PHARMACY 11495,3,200 NEWBERRY COMMONS, ,ETTERS,PA,173199363,US,7177612633,7179758659,09/22/2006,11/04/2009,332B00000X, , ,3336C0003X,8588,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
43294,11669191,UNCLASSIFIED,WALGREENS - 9558,336-778-2452,2795 LEWISVILLE CLEMMONS ROAD, ,CLEMMONS,NC,27012,8715,FORSYTH,37067, , , , ,2010-06-01T00:00:00.000Z,ALT REF,2010-06-01T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,777969486,-80.38133,36.0221294,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.WALGREENS.COM,1477568566,2,WALGREEN CO,WALGREENS #09558,3,1901 E VOORHEES ST,MAILSTOP #790,DANVILLE,IL,618344509,US,2175548964,2175548546,07/29/2006,11/25/2009,332B00000X, , ,3336C0003X, , ,333600000X,9036,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
43295,11680954,UNCLASSIFIED,CVS - 3514,704-263-1416,442 NC HIGHWAY 27 SOUTH, ,STANLEY,NC,28164, ,GASTON,37071, , , , ,2010-06-02T00:00:00.000Z,ALT REF,2010-06-02T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,28207091,-81.0911165,35.3535744,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.CVS.COM,1962505651,2,REVCO DISCOUNT DRUG CENTERS INC,CVS PHARMACY # 03514,3,1 CVS DR,PO BOX 1075,WOONSOCKET,RI,028956146,US, , ,09/07/2006,02/04/2009,3336C0003X, , ,333600000X,6785,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
43297,11709161,UNCLASSIFIED,CANNON PHARMACY,704-658-9870,521 EAST PLAZA DRIVE, ,MOORESVILLE,NC,28115,8071,IREDELL,37097, , , , ,2010-06-07T00:00:00.000Z,ALT REF,2010-06-07T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,102414262,-80.8132712,35.598807,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.CANNONPHARMACIES.COM,1811134869,2,LIVEWELL INC,CANNON PHARMACY OF MOORESVILLE,3,521 E PLAZA DR, ,MOORESVILLE,NC,281158071,US, , ,01/13/2009,01/13/2009,3336C0003X,10205,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
43298,11668925,UNCLASSIFIED,WALGREENS - 1253,336-993-5689,340 NORTH MAIN STREET, ,KERNERSVILLE,NC,27284,2881,FORSYTH,37067, , , , ,2010-06-01T00:00:00.000Z,ALT REF,2010-06-01T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,17049058,-80.0698689,36.1244405,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.WALGREENS.COM,1659386738,2,WALGREEN CO,WALGREENS #01253,3,1901 E VOORHEES ST,MS #720,DANVILLE,IL,618344509,US,2175548964,2175548546,07/29/2006,06/10/2008,3336C0003X, , ,332B00000X, , ,333600000X,8848,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
43300,11690422,UNCLASSIFIED,RANDLEMAN DRUG,336-495-5100,600 WEST ACADEMY STREET, ,RANDLEMAN,NC,27317,9748,RANDOLPH,37151, , , , ,2010-06-07T00:00:00.000Z,ALT REF,2010-06-07T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,102515844,-79.8155039,35.8202133,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://RANDLEMANDRUG.COM,1396832598,2,RANDLEMAN DRUG LLC, , ,600 W ACADEMY ST, ,RANDLEMAN,NC,273179748,US, , ,10/07/2006,07/08/2007,333600000X,8153,NC,3336C0003X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
43302,11695635,UNCLASSIFIED,CHARLEYS DRUGS AND SUNDRIES,704-827-2211,125 WEST CENTRAL AVENUE, ,MOUNT HOLLY,NC,28120,1616,GASTON,37071, , , , ,2010-06-03T00:00:00.000Z,ALT REF,2010-06-03T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,28212195,-81.0173402,35.2977142,NAVTEQ,2009Q4,ONENTITY, ,TECHNIGRAPHICS, ,1275601411,2,CHARLEYS DRUGS & SUNDRIES INC,"CHARLIE'S DRUG & SUNDRIES, INC.",3,125 W CENTRAL AVE, ,MOUNT HOLLY,NC,281201616,US, , ,12/04/2006,06/10/2009,333600000X, , ,3336C0003X,00984,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
43304,11685597,UNCLASSIFIED,CVS - 5463,704-494-3466,9805 ROCKY RIVER ROAD, ,CHARLOTTE,NC,28215,8922,CABARRUS,37025, , , , ,2010-07-30T00:00:00.000Z,ALT REF,2010-07-30T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,28214801,-80.6710383,35.2841206,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.CVS.COM,1033217682,2,HARRISBURG NC CVS INC,CVS PHARMACY,3,1 CVS DR,PO BOX 1075,WOONSOCKET,RI,028956146,US, , ,09/20/2006,07/09/2008,3336C0003X, , ,333600000X,09052,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
43305,11711180,UNCLASSIFIED,CAROLINA DRUG,336-431-4040,10102 SOUTH MAIN STREET,UNIT S,ARCHDALE,NC,27263,3183,RANDOLPH,37151, , , , ,2010-06-07T00:00:00.000Z,ALT REF,2010-06-07T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,771929031,-79.9497546,35.9004382,NAVTEQ,2009Q4,ONENTITY, ,TECHNIGRAPHICS, ,1508190430,2,CAROLINA DRUG OF RANDOLPH COUNTY LLC,CAROLINA DRUG,3,"10102 UNIT S, SOUTH MAIN STREET", ,ARCHDALE,NC,27263,US,3364314040, ,09/24/2009,11/11/2009,3336C0003X,10347,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
43306,11686471,UNCLASSIFIED,RITE AID - 11322,336-924-9366,3601 REYNOLDA ROAD, ,WINSTON SALEM,NC,27106,2229,FORSYTH,37067, , , , ,2010-06-03T00:00:00.000Z,ALT REF,2010-06-03T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,125490832,-80.3155416,36.156716,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.RITEAID.COM,1396844585,2,ECKERD CORPORATION,RITE AID PHARMACY 11322,3,200 NEWBERRY COMMONS, ,ETTERS,PA,173199363,US,7177612633,7179758659,09/22/2006,01/15/2010,332B00000X, , ,3336C0003X,8776,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
43308,11678736,UNCLASSIFIED,KERR DRUG,336-357-2396,1987 COTTON GROVE ROAD, ,LEXINGTON,NC,27292,5721,DAVIDSON,37057, , , , ,2010-07-30T00:00:00.000Z,PHONE,2010-07-30T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,102388334,-80.2605058,35.7710903,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.KERRDRUG.COM,1740390434,2,KERR DRUG INC A DELAWARE COMPANY,KERR DRUG 328,3,1987 COTTON GROVE RD, ,LEXINGTON,NC,272925721,US, , ,08/30/2006,07/08/2007,333600000X,6884,NC,3336C0003X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
43309,11683432,UNCLASSIFIED,HARRIS TEETER - 250,336-996-7239,971 SOUTH MAIN STREET, ,KERNERSVILLE,NC,27284,7439,FORSYTH,37067, , , , ,2010-06-04T00:00:00.000Z,ALT REF,2010-06-04T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,23242671,-80.094715,36.1072327,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.HARRISTEETER.COM,1013011675,2,"HARRIS TEETER, INC",HARRIS TEETER PHARMACY,5,701 CRESTDALE RD, ,MATTHEWS,NC,281051700,US,7048443100,7048446556,09/12/2006,02/04/2008,3336C0003X,08059,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
43310,11703146,UNCLASSIFIED,PIEDMONT PLAZA OUTPATIENT PHARMACY,336-716-5800,1920 WEST 1ST STREET, ,WINSTON SALEM,NC,27104,4220,FORSYTH,37067, , , , ,2010-06-04T00:00:00.000Z,ALT REF,2010-06-04T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,778505837,-80.2737555,36.0957708,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.WFUBMC.EDU,1073732376,2,NORTH CAROLINA BAPTIST HOSPITAL,PIEDMONT PLAZA PHARMACY,3,1920 W 1ST ST, ,WINSTON SALEM,NC,271044220,US,3367165800,3367160528,04/25/2007,10/08/2009,333600000X, , ,3336C0003X,05465,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
43312,11689555,UNCLASSIFIED,BI-LO - 219,704-735-9800,427 NORTH GENERALS BOULEVARD, ,LINCOLNTON,NC,28092,3559,LINCOLN,37109, , , , ,2010-07-30T00:00:00.000Z,PHONE,2010-07-30T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,125087264,-81.2471936,35.4897735,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.BI-LO.COM,1013000207,2,"BI-LO, LLC.",BI-LO PHARMACY #219,3,PO BOX 99, ,MAULDIN,SC,296620099,US,8642132587,8642132503,10/02/2006,10/11/2007,332B00000X,8939,NC,3336C0003X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
43313,11699372,UNCLASSIFIED,BLUE RIDGE LONG TERM CARE PHARMACY,828-580-5464,298 PERKINS ROAD SOUTHEAST, ,VALDESE,NC,28690,9403,BURKE,37023, , , , ,2010-07-28T00:00:00.000Z,ALT REF,2010-07-28T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,102538780,-81.5438484,35.7332069,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.BLUERIDGEHEALTH.ORG,1184760795,2,VALDESE GENERAL HOSPITAL INC,BLUE RIDGE LONG TERM CARE PHARMACY,3,298 PERKINS RD SE, ,VALDESE,NC,286909403,US,8285805464,8285805459,01/30/2007,12/30/2009,3336L0003X, , ,3336C0003X,08253,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
43314,11681337,UNCLASSIFIED,CVS - 7320,336-548-6021,717 NORTH HIGHWAY STREET, ,MADISON,NC,27025,1507,ROCKINGHAM,37157, , , , ,2010-06-08T00:00:00.000Z,ALT REF,2010-06-08T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,125443987,-79.969897,36.3957958,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.CVS.COM,1255434924,2,REVCO DISCOUNT DRUG CENTERS INC,CVS PHARMACY # 07320,3,1 CVS DR,PO BOX 1075,WOONSOCKET,RI,028956146,US, , ,09/07/2006,03/27/2009,3336C0003X, , ,333600000X,6723,NC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
43315,11694322,UNCLASSIFIED,MEDICAP PHARMACY,828-459-2149,3319 EAST MAIN STREET, ,CLAREMONT,NC,28610,8704,CATAWBA,37035, , , , ,2010-06-03T00:00:00.000Z,ALT REF,2010-06-03T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,711753360,-81.1450598,35.7152052,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.MEDICAP.COM,1073685608,2,BUSBEE'S PHARMACY,MEDICAP PHARMACY,3,PO BOX 10, ,CLAREMONT,NC,286100010,US, , ,11/15/2006,03/05/2008,333600000X,03889,NC,3336C0003X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
43317,11688587,UNCLASSIFIED,RITE AID - 11346,336-731-3033,6475 OLD UNITED STATES HIGHWAY 52, ,LEXINGTON,NC,27295, ,DAVIDSON,37057, , , , ,2010-08-04T00:00:00.000Z,ALT REF,2010-08-04T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,125457307,-80.2534665,35.9137842,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.RITEAID.COM,1013018894,2,ECKERD CORPORATION,RITE AID PHARMACY 11346,3,200 NEWBERRY COMMONS, ,ETTERS,PA,173199363,US,7177612633,7179758659,09/26/2006,01/15/2010,332B00000X, , ,3336C0003X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
